rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,descripcion_anunciante,campania,periodo,tipo_de_orden,ord_pub,total_neto,total_con_iva,es_canje
Cable,16763,MEDANOS VIDEO CABLE S.R.L.,CABLE VIDEO MEDANOS,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31135,19560.0,23667.6,si
Cable,16089,GRUPO SIERRA S.R.L.,CANAL 4 TELECUATRO,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31066,12795.9,15483.04,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29116,3594.24,4349.03,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29118,4377.6,5296.9,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29117,65286.0,78996.06,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30876,9216.0,11151.36,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_34455,3000.0,3630.0,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32741,4950.0,5989.5,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30651,24327.0,29435.67,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30874,11289.6,13660.42,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29120,37741.28,45666.95,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30875,86964.0,105226.44,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32740,38877.3,47041.53,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31399,22118.4,26763.26,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_31250,27648.0,33454.08,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30873,6400.0,7744.0,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29119,7700.0,9317.0,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_34456,19537.92,23640.88,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32742,17107.2,20699.71,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30616,21381.12,25871.16,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_29121,12074.4,14610.02,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_31251,246060.0,297732.6,si
Cable,14143,RED INTERCABLE S.A.,SEÃƒÆ’Ã¢â‚¬ËœAL CONEXION EDUCATIVA,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_35771,7124.0,8620.04,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31395,43834.5,53039.75,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31398,130410.0,157796.1,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_31249,15000.0,18150.0,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30614,13593.6,16448.26,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_35772,10595.2,12820.19,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_35770,22809.6,27599.62,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32743,170478.0,206278.38,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32744,36495.36,44159.39,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31397,20736.0,25090.56,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30650,10320.0,12487.2,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30615,152100.0,184041.0,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30613,8600.0,10406.0,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_33161,25925.0,31369.25,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31396,15000.0,18150.0,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_33162,80812.8,97783.49,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33373,132710.4,160579.58,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33294,82944.0,100362.24,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_32745,27244.8,32966.21,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33295,652320.0,789307.2,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33293,37500.0,45375.0,si
Cable,14143,RED INTERCABLE S.A.,SEÃƒÆ’Ã¢â‚¬ËœAL CONEXION EDUCATIVA,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31000,34842.0,42158.82,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_33164,767319.0,928455.99,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30654,104468.4,126406.76,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33301,61920.0,74923.2,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_33302,289170.0,349895.7,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30996,256581.0,310463.01,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30653,27520.0,33299.2,si
Cable,17611,TELEVISION DIGITAL ARGENT. S.A,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_31545,331857.0,401546.97,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_33163,219248.64,265290.85,si
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30999,120844.8,146222.21,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31394,46440.0,56192.4,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Difusion,2017-09-01,DTO 852-14,2017_31544,99072.0,119877.12,si
Cable,11774,ESTRELLAS SATELITAL S.A.,CRONICA TV,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30933,827280.0,1001008.8,si
Cable,16433,SOLUCIONES LOGISTICAS S.A.,CN23,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30998,404029.44,488875.62,si
Cable,13079,CM TV & PUBLICIDAD S.A.,CANAL MUSICAL,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30953,130600.0,158026.0,si
Cable,11167,TELECENTRO S.A.,TELEMAX,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30891,1615630.4,1954912.78,si
Cable,16707,CEBALLOS SERGIO DANIEL,TELEVISION DEL ESTE,Cordoba,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31108,4276.8,5174.93,si
Cable,16811,SERVICIOS INTEGRALES DE TV SRL,SERVICIOS INTEGRALES DE TELEVISION,La Pampa,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31139,12770.4,15452.18,si
Cable,18421,TV CABLE AIMOGASTA S.A.,LA RIOJA CABLE AIMOGASTA,La Rioja,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31140,6408.0,7753.68,si
Cable,12313,VALENZUELA CARLOS ERNESTO,CANAL 4 TVA TRINCHERA SAN JOSE,Misiones,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31024,9287.25,11237.57,si
Cable,16726,DA.VI.TEL. S.A.,NEUQUEN TELEVISION,Neuquen,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31109,138443.75,167516.94,si
Cable,16671,VIA PATAGONICA S.A.,CANAL 2 VIA PATAGONICA,Santa Cruz,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31070,474152.0,573723.92,si
Cable,18371,HUMBOLDT CABLEVIDEO S.A.,CANAL 4 HUMBOLDT CABLEVIDEO,Santa Fe,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31141,35282.0,42691.22,si
Cable,15725,CABLEVIDEO DIGITAL S.A.,CABLEVIDEO SANTO TOME,Santa Fe,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31027,277515.0,335793.15,si
Grafica,11449,DIARIO EL TIEMPO S.A.,EL TIEMPO,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31224,37346.4,41267.77,si
Grafica,12163,EDITORIAL LA PALABRA S.R.L.,LA PALABRA,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31217,4781.25,4900.78,si
Grafica,11733,SUCESION DE CABREROS OSCAR C.,LA MANANA,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31222,22089.38,22641.61,si
Grafica,11452,DIARIO LA VERDAD ARZ.MER-LUJAN,LA VERDAD,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31218,69598.43,69598.43,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Aviso Legal,2017-09-01,DTO 852-14,2017_33284,11850.81,14339.48,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31991,50597.25,61222.67,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31290,50597.25,61222.67,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Ministerio de Salud,Aviso Legal,2017-09-01,DTO 852-14,2017_31081,14240.48,17230.98,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30674,50597.25,61222.67,si
Grafica,11247,PUBLIEXITO S.A.,EL PLATA INFORMADOR,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31213,84837.34,86958.27,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31214,173432.6,209853.45,si
Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31173,159274.84,192722.56,si
Grafica,11823,DIARIO LA UNION S.A.,LA UNION,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30668,1982.88,2032.45,si
Grafica,13618,EDITORIAL DEL TRATADO SRL,EL DIARIO REGIONAL,Buenos Aires,Presidencia de la Nacion,Obras Terminadas Segunda Parte - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31287,0.0,0.0,si
Grafica,13618,EDITORIAL DEL TRATADO SRL,EL DIARIO REGIONAL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_30671,1487.16,1524.34,si
Grafica,13618,EDITORIAL DEL TRATADO SRL,EL DIARIO REGIONAL,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31223,8950.5,9174.26,si
Grafica,11412,MACIEL HERMANOS S.A.,LA VOZ DEL PUEBLO,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_31207,87819.88,90015.38,si
Grafica,18339,EDITORIAL INFORCAMPO S.A.,REVISTA INFORTAMBO,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30763,7600.0,7790.0,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Secretaria de Energia,Aviso Legal,2017-09-01,DTO 852-14,2017_34479,7272.62,8036.25,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_33996,6060.51,6696.86,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Justicia y Derechos Humanos,Aviso Legal,2017-09-01,DTO 852-14,2017_33282,25252.14,27903.61,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_33287,19959.29,22055.02,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_33292,19959.29,22055.02,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Justicia y Derechos Humanos,Aviso Legal,2017-09-01,DTO 852-14,2017_33280,9696.82,10714.99,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32305,19959.29,22055.02,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32200,23110.76,25537.39,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31822,19959.29,22055.02,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31531,3636.31,4018.12,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31317,12121.03,13393.74,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31258,19959.29,22055.02,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31152,26262.23,29019.76,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Salud,Aviso Legal,2017-09-01,DTO 852-14,2017_31107,11207.99,12384.83,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_30960,3636.31,4018.12,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_30943,12121.03,13393.74,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_30757,23110.76,25537.39,si
Grafica,16422,LUDACAR S.R.L.,TELECOTEL NUESTRA REVISTA,Capital Federal,Ministerio de Justicia y Derechos Humanos,Registro Nacional de Chicos Extraviados 2017,2017-09-01,DTO 852-14,2017_30754,9000.0,9225.0,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_30562,4848.41,5357.49,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_30564,15353.3,16965.4,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_29449,28282.4,31252.05,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio del Interior y Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_29496,23110.76,25537.39,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Secretaria de Energia,Aviso Legal,2017-09-01,DTO 852-14,2017_34700,24242.06,26787.48,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-09-01,DTO 852-14,2017_34121,51337.72,56728.18,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Seguridad,Ministerio de Seguridad - BÃƒÂ£Ã‚Âºsqueda de Personas Extraviadas-Santiago Maldonado,2017-09-01,DTO 852-14,2017_33341,51337.71,56728.17,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32972,12121.03,13393.74,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32990,9696.82,10714.99,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_32679,94923.13,104890.06,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-09-01,DTO 852-14,2017_32226,51337.72,56728.18,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32287,9696.82,10714.99,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_32324,9696.82,10714.99,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Presidencia de la Nacion,Obras Terminadas Segunda Parte - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31987,51337.72,56728.18,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Obras en Ejecucion - Haciendo Lo Que Hay Que Hacer,2017-09-01,DTO 852-14,2017_31976,51337.72,56728.18,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Incaa- Semana del Cine Nacional,2017-09-01,DTO 852-14,2017_31927,94923.13,104890.06,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31743,7272.62,8036.25,si
Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,Ministerio de Transporte,Aviso Legal,2017-09-01,DTO 852-14,2017_31734,7272.62,8036.25,si
