ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo,es_canje
2018_05610,2202.05,2664.48,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,jun-18,no
2018_05611,2202.05,2664.48,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 88.5 HIT,Santiago del Estero,DA 448-09,jun-18,no
2018_05687,5760.0,5760.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,12092,KALMUS LEOPOLDO JORGE,FM 97.5 Tiempo,Santa Cruz,DA 448-09,jun-18,no
2018_05578,26250.0,26250.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16575,FAZZARI SILVANA LORENA,FM 100.3 LA ISLA,Tierra del Fuego,DA 448-09,jun-18,no
2018_05580,86678.75,86678.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 RIO IV,Córdoba,DTO 852-14,jun-18,si
2018_05581,7650.0,9256.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11255,PUNTAL S.R.L.                 ,AM 1010 LV16 RADIO RIO CUARTO,Córdoba,DTO 852-14,jun-18,si
2018_05599,934.89,1131.22,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11295,RADIODIF. SGO DEL ESTERO SACeI,AM 890 LV11 EMISORA SGO. DEL ESTERO,Santiago del Estero,DTO 852-14,jun-18,si
2018_05583,96358.13,116593.34,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 ARGENTINA PLAZA CORDOBA / LV 3 AM 700,Córdoba,DTO 852-14,jun-18,si
2018_05603,9100.0,11011.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11814,VOCACION S.R.L.,LU 15 RADIO VIEDMA 800,Rio Negro,DA 448-09,jun-18,no
2018_05604,8550.0,10345.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 98.5 RADIO SHOW,Rio Negro,DA 448-09,jun-18,no
2018_05605,6750.0,6750.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18646,HUARTE HECTOR RICARDO,FM 87.7 LA RADIO AMISTAD,Rio Negro,DA 448-09,jun-18,no
2018_05597,7233.5,7233.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14265,MATUS ASON FRANCISCO JAVIER   ,FM 92.1 CIELO,Salta,DA 448-09,jun-18,no
2018_05606,3311.69,4007.14,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11293,RADIODIFUSORA SALTA S.A.      ,AM 840 LV 9 RADIO SALTA,Salta,DTO 852-14,jun-18,si
2018_05509,319500.0,386595.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,15515,SENTIDOS S.A.,FM 101.5 RADIO POP,Buenos Aires,DA 448-09,jun-18,no
2018_05584,3750.0,4537.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM MONTECRISTO 96.9,La Rioja,DA 448-09,jun-18,no
2018_05593,11016.0,13329.36,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 97.3 LIGHT,San Juan,DA 448-09,jun-18,no
2018_05594,10400.0,12584.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1020,San Juan,DA 448-09,jun-18,no
2018_05513,90000.0,108900.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,15515,SENTIDOS S.A.,FM 97.5 VALE,Buenos Aires,DA 448-09,jun-18,no
2018_05585,1262.25,1262.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13310,COMPAT S.A.,FM 94.7 LA CINCO,Neuquen,DTO 852-14,jun-18,si
2018_05586,6250.0,6250.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13311,COMUNICACIONES DEL SUR S.A.,FM 102.5 RADIO ONE (EX TKM),Neuquen,DTO 852-14,jun-18,si
2018_05587,1912.5,2314.13,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11090,RADIOINTEGRACION S.A.,AM 600 LU5,Neuquen,DTO 852-14,jun-18,si
2018_05588,745.88,745.88,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13310,COMPAT S.A.,FM 100.1 CADENA 3,Neuquen,DTO 852-14,jun-18,si
2018_05508,283350.0,342853.5,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,15515,SENTIDOS S.A.,FM 98.3 MEGA,Buenos Aires,DA 448-09,jun-18,no
2018_05590,3000.0,3000.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16274,RADIOS DEL VALLE S.R.L.,AM 550 LA PRIMERA,Neuquen,DA 448-09,jun-18,no
2018_05591,5250.0,6352.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14781,MAP LEADING S.R.L.,FM 105.1 DE LA MONTAÑA,Neuquen,DA 448-09,jun-18,no
2018_05592,3060.0,3702.6,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1400 RADIO CUMBRE,Neuquen,DA 448-09,jun-18,no
2018_05595,862.5,1043.63,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,17280,GRUPO PROVINCIA S.A.,FM 91.9 RADIO PROVINCIA,La Rioja,DTO 852-14,jun-18,si
2018_05248,278700.0,337227.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15515,SENTIDOS S.A.,FM 98.3 MEGA,Buenos Aires,DA 448-09,jun-18,no
2018_05249,328700.0,397727.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15515,SENTIDOS S.A.,FM 101.5 RADIO POP,Buenos Aires,DA 448-09,jun-18,no
2018_05577,5434.0,6575.14,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14781,MAP LEADING S.R.L.,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,jun-18,no
2018_05574,1454.11,1759.47,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,12813,PRODUCCIONES Y PROGRAMAS S.A. ,AM 990,Formosa,DTO 852-14,jun-18,si
2018_05556,7600.0,9196.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,RADIO LATINA FM 101.3,Jujuy,DA 448-09,jun-18,no
2018_05557,7220.0,8736.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 88.1 RADIO CIUDAD,Jujuy,DA 448-09,jun-18,no
2018_05558,14250.0,17242.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11398,RADIO VISION JUJUY S.A.,AM 630 LW8,Jujuy,DA 448-09,jun-18,no
2018_05559,17195.0,17195.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16614,CLAUDIO G. JACQUET MATILLON,FM RADIO CITY,Jujuy,DA 448-09,jun-18,no
2018_05560,12350.0,12350.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16615,RADIO SPORT SRL.,RADIO FIESTA,Jujuy,DA 448-09,jun-18,no
2018_05561,5320.0,6437.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11600,EDITORA S.A.,FM 101.7,Jujuy,DA 448-09,jun-18,no
2018_05528,11562.5,11562.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11509,RADIO VISION S.R.L.,FM 99.5 Radiovisión,Chubut,DA 448-09,jun-18,no
2018_05529,22500.0,22500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13091,GALES S.A.,FM 91.5 TIEMPO,Chubut,DA 448-09,jun-18,no
2018_05530,10500.0,12705.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13714,EGURZA OSVALDO,FM 98.3 LA MEJOR,Chubut,DA 448-09,jun-18,no
2018_05531,14481.25,17522.31,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,15895,REALE DALLA TORRE CONSULT. SA,FM 107.7 ANTUEN,Chubut,DA 448-09,jun-18,no
2018_05532,22500.0,22500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18646,HUARTE HECTOR RICARDO,FM 93.9 PATAGONIA,Chubut,DA 448-09,jun-18,no
2018_05533,9655.0,11682.55,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,15895,REALE DALLA TORRE CONSULT. SA,FM 106.3 TROPICAL,Chubut,DA 448-09,jun-18,no
2018_05544,76800.0,92928.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,12927,ESTATIC S.A.,SUBTV,Capital Federal,DA 448-09,jun-18,no
2018_05548,7040.0,8518.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM LRH 437 LA RADIO 104.5,Formosa,DA 448-09,jun-18,no
2018_05549,4104.0,4965.84,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18701,VLU S.R.L.                    ,RADIO VLU 88.5,Formosa,DA 448-09,jun-18,no
2018_05550,3844.51,4651.86,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,15500,MEZA CARLOS HECTOR,FM 94.1 RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_05551,3008.75,3640.59,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18453,MADOERY DIEGO,FM 94.1 RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_05552,3008.75,3640.59,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18453,MADOERY DIEGO,RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_05565,54119.77,65484.92,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11139,RADIO MITRE S.A.,AM 810 RADIO MITRE,Córdoba,DA 448-09,jun-18,no
2018_05566,17625.0,21326.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 90.7 RADIO PUNTO A PUNTO,Córdoba,DA 448-09,jun-18,no
2018_05567,10000.0,12100.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,12430,GOMEZ CARLOS ALBERTO,FM 99.3 IMPACTO,Córdoba,DA 448-09,jun-18,no
2018_05568,36375.0,36375.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18734,SUQUIA FM S.R.L.              ,RADIO SUQUIA,Córdoba,DA 448-09,jun-18,no
2018_05569,34500.0,41745.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13226,ROSSI EMILIANO,FM 97.1 LATINA,Córdoba,DA 448-09,jun-18,no
2018_05570,10065.0,12178.65,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM 104.1 MIA,Córdoba,DA 448-09,jun-18,no
2018_05571,12025.0,14550.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 95.3 LA MAJA,Córdoba,DA 448-09,jun-18,no
2018_05572,5200.0,6292.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14723,TARRES CARMEN BEATRIZ,FM NEXO,Córdoba,DA 448-09,jun-18,no
2018_05521,2418.75,2418.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14511,FM DEL MAR SRL,FM 98.7 RADIO DEL MAR,Chubut,DTO 852-14,jun-18,si
2018_05520,2607.69,2607.69,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11306,SO.DI.PA. S.A.,FM 95.7 GALAXIA,Chubut,DTO 852-14,jun-18,si
2018_05534,3052.35,3693.34,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16643,BARROS ALDO,FM 102.5 VISION,Catamarca,DA 448-09,jun-18,no
2018_05535,4804.63,4804.63,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,11102,EDITORIAL CAPAYAN S.A.        ,FM 98.5 ANCASTI,Catamarca,DA 448-09,jun-18,no
2018_05536,2180.25,2180.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,12792,TIBERIO CLAUDIO GUSTAVO,FM 102.3 9 DE JULIO,Chaco,DA 448-09,jun-18,no
2018_05537,3705.0,3705.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,15757,AGUSTINELLI JORGE RODOLFO,FM 98.9 TOTAL,Chaco,DA 448-09,jun-18,no
2018_05538,3800.0,3800.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7 LA RADIO,Chaco,DA 448-09,jun-18,no
2018_05539,11297.4,11297.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,16168,G Y B S.R.L.,RADIO 99.1 LIBERTAD,Chaco,DA 448-09,jun-18,no
2018_05540,1900.0,1900.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,18501,ORQUERA ELVA ISABEL,FM 90.5 GUEMES,Chaco,DA 448-09,jun-18,no
2018_05541,1900.0,1900.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,14451,MOSSMANN JULIO FERMIN,FM 103.1 RADIO NORTE,Chaco,DA 448-09,jun-18,no
2018_05542,9880.0,11954.8,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 102.7 RADIO 21,Chaco,DA 448-09,jun-18,no
2018_05543,3670.8,4441.67,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Radio,15895,REALE DALLA TORRE CONSULT. SA,FM 97.5 SENSACION,Chaco,DA 448-09,jun-18,no
2018_05518,759342.02,918803.84,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,11220,PUBLICAR S.A.,COLUMNA,Capital Federal,DTO 852-14,jun-18,si
2018_05553,171675.0,207726.75,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,18504,GRUPO INVERSOR PUBLICITARIO S.A.,LUNETAS TRASERAS DE COLECTIVOS,Mendoza,DA 448-09,jun-18,no
2018_05554,183120.0,221575.2,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,16947,INVERSIONES ARROYO S.A.       ,LUNETAS TRASERAS DE COLECTIVOS,Santa Fe,DA 448-09,jun-18,no
2018_05555,68670.0,83090.7,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,18794,GRUPO MEDIOS LITORAL S.A.     ,LUNETAS TRASERAS DE COLECTIVOS,Santa Fe,DA 448-09,jun-18,no
2018_05563,253000.0,306130.0,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,16237,COOP.DE TRAB.VOZ E I.DEL SUR L,PANTALLAS LED,Capital Federal,DA 448-09,jun-18,no
2018_05573,41028.17,49644.09,Ministerio de Transporte,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 448-09,jun-18,no
2018_05519,70000.0,84700.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,12974,MULTIMARKETING S.A.,LED MONOCOLUMNA,Capital Federal,DA 448-09,jun-18,no
2018_05575,5840.64,5986.66,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Capital Federal,RES 617-E/2016,jun-18,no
2018_05576,3352.4,3436.21,I.N.S.S.J.P. (Pami),Aviso Legal,Grafica,11439,EDITORIAL LA MANANA S.A.,LA MANANA,Capital Federal,RES 617-E/2016,jun-18,no
2018_05354,61404.0,74298.84,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 ARGENTINA PLAZA CORDOBA / LV 3 AM 700,Capital Federal,RES 617-E/2016,jun-18,no
2018_05562,39600.0,47916.0,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,11221,PUBLICIDAD SARMIENTO S.A.     ,PPL,Capital Federal,DTO 852-14,jun-18,si
2018_05069,125600.0,151976.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15515,SENTIDOS S.A.,FM 98.3 MEGA,Capital Federal,DA 448-09,may-18,no
2018_05507,39264.0,47509.44,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,18657,DIFUSORA BAIRES S.A.,FM 94.3 DISNEY,Capital Federal,DA 448-09,jun-18,no
2018_05510,108828.9,131682.97,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Capital Federal,DA 448-09,jun-18,no
2018_05512,81116.78,98151.3,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,18093,VORTERIX S.A.                 ,FM 103.1 VORTERIX,Capital Federal,DA 448-09,jun-18,no
2018_05514,162129.01,196176.1,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 448-09,jun-18,no
2018_05515,67564.8,81753.41,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11119,LS4 RADIO CONTINENTAL S.A.,40 PRINCIPALES,Capital Federal,DA 448-09,jun-18,no
2018_05403,6300.0,6300.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13310,COMPAT S.A.,FM 100.1 CADENA 3,Capital Federal,RES 617-E/2016,jun-18,no
2018_05450,5250.0,5250.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 BARILOCHE,Rio Negro,RES 617-E/2016,jun-18,no
2018_05545,137340.0,166181.4,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,18129,VISION MARCAS S.A.,LUNETAS TRASERAS DE COLECTIVOS,Capital Federal,DA 448-09,jun-18,no
2018_05546,137340.0,166181.4,Ministerio de Seguridad,Denuncia de Celular -Ministerio de Seguridad,Via Publica,14149,BUENOS AIRES MOVIL S.A.       ,LUNETAS TRASERAS DE COLECTIVOS,Capital Federal,DA 448-09,jun-18,no
2018_05506,47484.0,57455.64,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18947,IGNIS M&C SA                  ,AM 630 RADIO RIVADAVIA,Capital Federal,DA 448-09,jun-18,no
2018_05505,24750.0,24750.0,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Grafica,16462,SALAZAR ELIAS DANIEL          ,LA NUEVA MAÑANA,Capital Federal,RES 617-E/2016,jun-18,no
2018_05503,99450.0,120334.5,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Cable,16748,EBELUZ S.A.,CANAL C,Capital Federal,RES 617-E/2016,jun-18,no
2018_05504,99450.0,120334.5,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Cable,13634,CANAL SHOW SPORT S.A.,SHOWSPORT,Capital Federal,RES 617-E/2016,jun-18,no
2018_05517,578160.0,699573.6,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,11221,PUBLICIDAD SARMIENTO S.A.     ,PPL,Capital Federal,DTO 852-14,jun-18,si
2018_05501,10290.0,10290.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,16274,RADIOS DEL VALLE S.R.L.,CANAL 247,Capital Federal,DA 448-09,jun-18,no
2018_05364,36880.0,44624.8,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 13,Capital Federal,DA 448-09,jun-18,no
2018_04675,55200.0,66792.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 13,Capital Federal,DA 448-09,may-18,no
2018_05494,343350.0,415453.5,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,15917,MEDIA 500 S.A.,LUNETAS TRASERAS DE COLECTIVOS,Capital Federal,DA 448-09,jun-18,no
2018_05495,228900.0,276969.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,18947,IGNIS M&C SA                  ,LUNETAS TRASERAS DE COLECTIVOS,Capital Federal,DA 448-09,jun-18,no
2018_05496,228900.0,276969.0,Ministerio de Transporte,Ministerio de Transporte - Funcionamiento Red Sube,Via Publica,14149,BUENOS AIRES MOVIL S.A.       ,LUNETAS TRASERAS DE COLECTIVOS,Capital Federal,DA 448-09,jun-18,no
2018_05516,20000.0,24200.0,Banco de la Nacion Argentina,Banco de la Nación Argentina - Institucional Banco Nación,Radio,18119,SEPTIMO CIELO S.R.L.,FM PALERMO,Capital Federal,DA 562-10 B,jun-18,no
2018_04716,52560.0,63597.6,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 13,San Luis,DA 448-09,may-18,no
2018_05497,136680.0,165382.8,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Buenos Aires,DTO 852-14,jun-18,si
2018_05498,23294.25,28186.04,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11018,RADIO LIBERTAD S.A.,FM 100.7 BLUE,Buenos Aires,DTO 852-14,jun-18,si
2018_05489,155142.0,187721.82,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11119,LS4 RADIO CONTINENTAL S.A.,AM 590 RADIO CONTINENTAL,Buenos Aires,DA 448-09,jun-18,no
2018_05490,54061.02,65413.83,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,14209,FUNDACION OCTUBRE TRAB.DE EDIF,AM 750,Buenos Aires,DA 448-09,jun-18,no
2018_05491,175762.58,212672.72,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Buenos Aires,DA 448-09,jun-18,no
2018_05492,194616.0,235485.36,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,18947,IGNIS M&C SA                  ,AM 710 RADIO 10,Buenos Aires,DA 448-09,jun-18,no
2018_01341,59241.6,71682.34,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Radio,11312,RADIODIFUSORA TANDIL S.R.L.,AM 1140 LU 22 RADIO TANDIL,Buenos Aires,DTO 852-14,mar-18,si
2018_04941,341496.0,413210.16,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Web,11112,S.A. LA NACION                ,LANACION.COM.AR,Capital Federal,RES 617-E/2016,jun-18,no
2018_05465,8505.0,10291.05,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11950,ALECO S.R.L.,FM 107.9 CRISTAL,Santa Fe,RES 617-E/2016,jun-18,no
2018_05466,5619.6,6799.72,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,AM 1440 RADIO OBLIGADO,Santa Fe,RES 617-E/2016,jun-18,no
2018_05474,10085.25,12203.15,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 SANTA FE,Santa Fe,RES 617-E/2016,jun-18,no
2018_05467,6552.0,7927.92,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,14236,LAGOS EDUARDO LUIS            ,FM 107.1 MERIDIANO,Santa Fe,RES 617-E/2016,jun-18,no
2018_05478,2127.94,2574.81,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,RES 617-E/2016,jun-18,no
2018_05479,3780.0,4573.8,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.3 LA RED,Tucuman,RES 617-E/2016,jun-18,no
2018_05480,2730.0,3303.3,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 95.5 LA 100,Tucuman,RES 617-E/2016,jun-18,no
2018_05481,3360.0,4065.6,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 102.3,Tucuman,RES 617-E/2016,jun-18,no
2018_05482,2772.0,3354.12,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,15515,SENTIDOS S.A.,RADIO QUORUM,Tucuman,RES 617-E/2016,jun-18,no
2018_05445,1203192.0,1455862.32,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,CANAL 13,Capital Federal,DA 448-09,jun-18,no
2018_05446,1301601.6,1574937.94,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 11 TELEFE,Capital Federal,DA 448-09,jun-18,no
2018_05447,880912.5,1065904.13,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11160,TELEARTE S.A.,CANAL 9,Capital Federal,DA 448-09,jun-18,no
2018_05468,10317.3,12483.93,I.N.S.S.J.P. (Pami),Pami - Nuevas Credenciales,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,RES 617-E/2016,jun-18,no
