ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo,es_canje
2018_03969,17597.51,19445.25,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA PRENSA,Buenos Aires,DA 562-10,may-18,no
2018_03967,3661.2,3752.73,Cent-Sec.P/Tecnol.Cien.Y Innov,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,may-18,si
2018_03991,79149.96,95771.45,Ministerio de Transporte,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 448-09,may-18,no
2018_03968,26128.58,31615.58,Cent-Sec.P/Tecnol.Cien.Y Innov,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 448-09,may-18,no
2018_03954,26383.32,31923.82,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 562-10,may-18,no
2018_03781,829872.0,1004145.12,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,11187,TELEVISION FEDERAL S.A.,CANAL 11 TELEFE,Capital Federal,DA 448-09,may-18,no
2018_03966,14875.0,17998.75,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,17280,GRUPO PROVINCIA S.A.,CANAL 13,La Rioja,DTO 852-14,may-18,si
2018_03965,129900.0,157179.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,16807,CIELO S.A.,CANAL 2,Santa Cruz,DTO 852-14,may-18,si
2018_03947,2986.82,3614.05,I.N.S.S.J.P. (Pami),Pami - Vacunacion Antigripal 2018,Tv,17594,DE MENDIETA MARIANA BELEN,CANAL 4,Neuquen,RES 617-E/2016,may-18,no
2018_03943,10980.0,10980.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,16798,ARG S.R.L.,CANAL 6 COMUNITARIO,La Pampa,DTO 852-14,may-18,si
2018_03940,36750.0,44467.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,15087,SKY PRODUCTIONS S.A.,CANAL 10,Santa Cruz,DTO 852-14,may-18,si
2018_03938,23670.0,28640.7,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,15432,ANTAXUS S.A.,CANAL 3,Chubut,DTO 852-14,may-18,si
2018_03939,226020.0,273484.2,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,12168,JUNIN TV S.A.,CANAL 10,Buenos Aires,DTO 852-14,may-18,si
2018_03941,123257.08,149141.07,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,11515,T.V. MAR DEL PLATA S.A.,CANAL 10,Buenos Aires,DTO 852-14,may-18,si
2018_03804,89320.0,108077.2,Ministerio de Salud,Aviso Legal,Grafica,18937,VENTOLA NICOLAS TADEO         ,EL PREGON,Jujuy,DA 448-09,may-18,no
2018_03937,294615.0,356484.15,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Cable,15725,CABLEVIDEO DIGITAL S.A.,CABLEVIDEO SANTO TOME,Santa Fe,DTO 852-14,may-18,si
2018_03936,10992.45,13300.86,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Cable,12313,VALENZUELA CARLOS ERNESTO,CANAL 4 TVA TRINCHERA SAN JOSE,Misiones,DTO 852-14,may-18,si
2018_03935,4036736.0,4884450.56,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Cable,11388,SUPERCANAL S.A.,SUPERCANAL,Mendoza,DTO 852-14,may-18,si
2018_03934,402849.0,487447.29,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,11038,SRT SERV R Y TV UNIV N CDBA SA,CBA24N,Córdoba,DTO 852-14,may-18,si
2018_03694,90499.5,100001.95,I.N.S.S.J.P. (Pami),Pami - Vacunacion Antigripal 2018,Grafica,11384,HORIZONTES S.A.               ,EL TRIBUNO,Salta,RES 617-E/2016,may-18,no
2018_03957,19140.3,21150.03,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11265,EL LITORAL S.R.L.             ,EL LITORAL,Santa Fe,DA 448-09,may-18,no
2018_03958,14045.4,15520.17,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11064,EL LIBERAL SOCIEDAD ANONIMA,EL LIBERAL,Santiago del Estero,DA 448-09,may-18,no
2018_03960,29291.85,35443.14,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11049,LA VOZ DEL INTERIOR S.A.,LA VOZ DEL INTERIOR,Córdoba,DA 448-09,may-18,no
2018_03962,16506.0,19972.26,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,12690,PAYNE S.A.,EL DIARIO DE LA REPUBLICA,San Luis,DA 448-09,may-18,no
2018_03963,10939.5,11212.99,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11304,PRIMERA EDICION S.A.,PRIMERA EDICION,Misiones,DA 448-09,may-18,no
2018_03964,12282.5,13572.16,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11184,CUYO TELEVISION S.A.,EL SOL,Mendoza,DA 448-09,may-18,no
2018_03698,15228.0,15608.7,I.N.S.S.J.P. (Pami),Pami - Vacunacion Antigripal 2018,Grafica,16960,ROTONDA ROGELIO ADRIAN,EL ECO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03485,613025.1,741760.37,Ministerio de Salud,Ministerio de Salud - Vacunacion Gripe y Neumococo 2018,Web,11112,S.A. LA NACION                ,LANACION.COM.AR,Capital Federal,DA 448-09,may-18,no
2018_03925,27815.4,33656.63,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 MENDOZA,Mendoza,DTO 852-14,may-18,si
2018_03921,1242.0,1242.0,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,17612,MARTINELLI DANIEL RAUL        ,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,may-18,no
2018_03922,1944.0,2352.24,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 14,Santa Fe,DA 448-09,may-18,no
2018_03923,1822.5,2205.23,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,11913,DIFUSORA AMERICANA S.R.L.,FM 107.9 CRISTAL,Santa Fe,DA 448-09,may-18,no
2018_03924,1674.0,2025.54,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,18628,TRANSMISIONES MUSICALES S.A.,FM 93.1 Frecuencia Plus,Santa Fe,DA 448-09,may-18,no
2018_03926,1611.09,1949.42,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,14236,LAGOS EDUARDO LUIS            ,FM 107.1 MERIDIANO,Santa Fe,DTO 852-14,may-18,si
2018_03927,32772.6,39654.85,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 SANTA FE,Santa Fe,DTO 852-14,may-18,si
2018_03919,2160.0,2613.6,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,AM 790 RADIO NACIONAL,Jujuy,DA 448-09,may-18,no
2018_03920,1944.0,1944.0,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16581,ILAN ADRIANA JORGELINA,RADIO SATELITE,Jujuy,DA 448-09,may-18,no
2018_03904,7728.0,9350.88,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,14347,SASE S.A.,FM 99.9 REPUBLICA,Misiones,DA 448-09,may-18,no
2018_03901,6320.43,7647.72,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PANORAMA,Santiago del Estero,DA 448-09,may-18,no
2018_03898,2592.0,3136.32,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 6,Mendoza,DA 448-09,may-18,no
2018_03899,660.96,660.96,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7 LA RADIO,Chaco,DA 448-09,may-18,no
2018_03900,3672.0,3672.0,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16909,FACUNDO QUIROGA S.A.,FM 95.9 RADIO FACUNDO QUIROGA,Chaco,DA 448-09,may-18,no
2018_03902,2400.0,2904.0,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 4,Salta,DA 448-09,may-18,no
2018_03903,4200.0,5082.0,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PROFESIONAL,Salta,DA 448-09,may-18,no
2018_03905,425.08,514.35,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,11295,RADIODIF. SGO DEL ESTERO SACeI,AM 890 LV11 EMISORA SGO. DEL ESTERO,Santiago del Estero,DTO 852-14,may-18,si
2018_03906,2430.0,2940.3,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 94.5 RADIOCITY,Corrientes,DA 448-09,may-18,no
2018_03907,2106.0,2548.26,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 98.3 DORADO,Corrientes,DA 448-09,may-18,no
2018_03852,31176.0,37722.96,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,11183,R.T.R.N. SE LU 92 CANAL 10    ,CANAL 10,Rio Negro,DTO 852-14,may-18,si
2018_03955,6361.74,7697.71,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11095,LA GACETA S.A.                ,LA GACETA,Tucuman,DTO 852-14,may-18,si
2018_03950,52766.64,63847.63,Direccion Nacional de Vialidad,Aviso Legal,Grafica,16068,DESARROLLOS ELECTR. INFORM. SA,AMBITO FINANCIERO,Capital Federal,DA 448-09,may-18,no
2018_03942,102570.44,124110.23,Direccion Nacional de Vialidad,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 448-09,may-18,no
2018_03995,102570.44,124110.23,Direccion Nacional de Vialidad,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 448-09,may-18,no
2018_03851,557638.25,674742.28,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2018 -Ministerio de Justicia y Derechos Humanos,Tv,11038,SRT SERV R Y TV UNIV N CDBA SA,CANAL 10,Córdoba,DTO 852-14,may-18,si
2018_03952,982.6,1007.17,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,15369,CONTENIDOS S.A.,EL ZONDA,San Juan,DTO 852-14,may-18,si
2018_03956,59976.0,72570.96,Direccion Nacional de Vialidad,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 448-09,may-18,no
2018_03929,1425.6,1724.98,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13736,CIELO PLATENSE S.R.L.         ,FM 103.5 CIELO,Buenos Aires,DTO 852-14,may-18,si
2018_03928,5475.6,6625.48,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 104.5 RADIO VIVE,Buenos Aires,DA 448-09,may-18,no
2018_03930,5623.02,6803.85,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13226,ROSSI EMILIANO,FM 105.9 RED PUERTO LIBRE,Buenos Aires,DA 448-09,may-18,no
2018_03931,3222.18,3898.84,Presidencia de la Nacion,Presidencia de la Nación - el Estado en Tu Barrio 2018,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PLATENSE 89.9,Buenos Aires,DA 448-09,may-18,no
2018_03951,6579.0,7269.8,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,11384,HORIZONTES S.A.               ,EL TRIBUNO,Salta,DTO 852-14,may-18,si
2018_03897,25000.0,25625.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Web,17675,MAN PRESS S.A.,WWW.NOTICIASARGENTINAS.COM,Capital Federal,RES 617-E/2016,may-18,no
2018_03932,22844.43,23415.54,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 448-09,may-18,no
2018_03933,273632.0,331094.72,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,may-18,no
2018_03908,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,15036,DAK GRUPO CREATIVO S.R.L.,METRO,Capital Federal,RES 617-E/2016,may-18,no
2018_03909,15000.0,16575.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,14938,FOJA CERO PRODUCCIONES S.R.L.,METRO,Capital Federal,RES 617-E/2016,may-18,no
2018_03910,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,15360,C Y M PUBLICIDAD SRL.,C5N,Capital Federal,RES 617-E/2016,may-18,no
2018_03911,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,17465,CONECTIMAX S.A.,CANAL 26,Capital Federal,RES 617-E/2016,may-18,no
2018_03912,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,13700,JMS & ASOCIADOS S.A.,TN,Capital Federal,RES 617-E/2016,may-18,no
2018_03913,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,13464,MARKETING Y COMUN.POLITICA SA,METRO,Capital Federal,RES 617-E/2016,may-18,no
2018_03914,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,14899,"ALONSO PINEIRO, KARINA ALEJ.  ",METRO,Capital Federal,RES 617-E/2016,may-18,no
2018_03915,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,15070,L Y M PRODUCCIONES S.R.L.,TN,Capital Federal,RES 617-E/2016,may-18,no
2018_03916,7000.0,7000.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,16117,LIGA DE AMAS DE CASA CONS.USUA,METRO,Capital Federal,RES 617-E/2016,may-18,no
2018_03918,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Cable,18812,GRUPO M 3 S.A                 ,CANAL METRO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03845,8000.0,9680.0,Banco de la Nacion Argentina,Banco de la Nación Argentina - Institucional Banco Nación,Radio,18770,LATIN ADVERTISING S.R.L.      ,FM 96.1 SHOPPING CLASSIC,Córdoba,DA 562-10 B,may-18,no
2018_03848,5000.0,6050.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Tv,13623,J.G. REPRESENTACIONES S.A.    ,CANAL 13,Santa Fe,RES 617-E/2016,may-18,no
2018_03849,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Tv,18373,YARADE CARLOS MATIAS,CANAL 8,Salta,RES 617-E/2016,may-18,no
2018_03847,8000.0,8000.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Grafica,18816,OJEDA VALERIA SOLEDAD         ,QUATRO PUNTOS,Buenos Aires,RES 617-E/2016,may-18,no
2018_03853,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11139,RADIO MITRE S.A.,RADIO MITRE DIGITAL,Capital Federal,RES 617-E/2016,may-18,no
2018_03855,15600.0,18876.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,16157,DI MATTEO LUCIO DAMIAN        ,FM 101.1 LATINA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03856,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,18763,POL-P PRODUCCIONES S.R.L.     ,AM 1030 RADIO DEL PLATA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03857,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11814,VOCACION S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03858,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11814,VOCACION S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03859,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11814,VOCACION S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03860,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11814,VOCACION S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03861,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11044,EDITORIAL LA CAPITAL S.A.,FM 93.3 ATLANTICA LATINA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03862,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,15036,DAK GRUPO CREATIVO S.R.L.,FM 90.3 DELTA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03863,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,15036,DAK GRUPO CREATIVO S.R.L.,FM 90.3 DELTA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03865,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,15036,DAK GRUPO CREATIVO S.R.L.,FM 90.3 DELTA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03866,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,15036,DAK GRUPO CREATIVO S.R.L.,FM 90.3 DELTA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03868,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03869,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03870,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03871,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03872,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03873,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Buenos Aires,RES 617-E/2016,may-18,no
2018_03874,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Buenos Aires,RES 617-E/2016,may-18,no
2018_03875,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11950,ALECO S.R.L.,FM 107.9 CRISTAL,Santa Fe,RES 617-E/2016,may-18,no
2018_03876,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,17438,EL ARBOL DIGITAL S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03877,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,17438,EL ARBOL DIGITAL S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03878,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,17438,EL ARBOL DIGITAL S.R.L.,AM 790 RADIO MITRE,Buenos Aires,RES 617-E/2016,may-18,no
2018_03879,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,17438,EL ARBOL DIGITAL S.R.L.,FM 106.7 MILENIUM,Buenos Aires,RES 617-E/2016,may-18,no
2018_03880,15000.0,15000.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,18373,YARADE CARLOS MATIAS,FM 89.7 DEL PLATA,Salta,RES 617-E/2016,may-18,no
2018_03881,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11814,VOCACION S.R.L.,FM 89.9  - RADIO CON VOS,Buenos Aires,RES 617-E/2016,may-18,no
2018_03882,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,16360,GURUES S.A.,FM 97.9 RADIO CULTURA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03883,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,13658,DORENAVANT S.A.,AM 590 RADIO CONTINENTAL,Buenos Aires,RES 617-E/2016,may-18,no
2018_03884,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,18662,BRILLARA SRL,FM 100.7 BLUE,Buenos Aires,RES 617-E/2016,may-18,no
2018_03885,12000.0,14520.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,13832,TRES ELES PRODUCCIONES S.R.L.,FM LATINA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03886,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,13832,TRES ELES PRODUCCIONES S.R.L.,FM PALERMO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03887,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,14094,COMARIN COMUNIC. Y MARKET. SRL,AM 590 RADIO CONTINENTAL,Buenos Aires,RES 617-E/2016,may-18,no
2018_03888,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,14094,COMARIN COMUNIC. Y MARKET. SRL,FM 97.9 RADIO CULTURA,Buenos Aires,RES 617-E/2016,may-18,no
2018_03889,20000.0,20000.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,12052,DI SANDRO ROBERTO,AM 650 RADIO BELGRANO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03890,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,15070,L Y M PRODUCCIONES S.R.L.,AM 790 RADIO MITRE,Buenos Aires,RES 617-E/2016,may-18,no
2018_03891,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,16459,AGUA Y TIERRA S.A.,RADIO GEO,Capital Federal,RES 617-E/2016,may-18,no
2018_03892,10000.0,12100.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,18716,NET PRODUCTORA S.H.           ,AM 1220 ECO MEDIOS - CADENA ECO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03893,15000.0,18150.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,18716,NET PRODUCTORA S.H.           ,FM PALERMO,Buenos Aires,RES 617-E/2016,may-18,no
2018_03894,18000.0,21780.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,17191,ECHEVARRIA GONZALO,AM 710 RADIO 10,Buenos Aires,RES 617-E/2016,may-18,no
2018_03895,20000.0,24200.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,14094,COMARIN COMUNIC. Y MARKET. SRL,AM 710 RADIO 10,Buenos Aires,RES 617-E/2016,may-18,no
2018_03896,25000.0,30250.0,I.N.S.S.J.P. (Pami),Pami - Vacunación 2018,Radio,11139,RADIO MITRE S.A.,RADIO MITRE DIGITAL,Capital Federal,RES 617-E/2016,may-18,no
2018_03844,164112.7,198576.37,Ministerio de Modernización,Aviso Legal,Grafica,13920,IMPREBA S.A.                  ,DIARIO POPULAR,Capital Federal,DA 448-09,may-18,no
2018_03815,17742.9,21468.91,Banco Central de la Republica Argentina (Bcra),Aviso Legal,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,may-18,no
2018_03753,55961.28,67713.15,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Cable,13313,PUBLIREVISTAS S.A.            ,LA NACION,Capital Federal,DA 448-09,may-18,no
2018_03799,65892.0,79729.32,Ministerio de Salud,Aviso Legal,Grafica,11063,EDITORIAL RIO NEGRO S.A.      ,RIO NEGRO,Rio Negro,DTO 852-14,may-18,si
2018_03664,297340.2,359781.64,Banco de la Nacion Argentina,Campaña Plazo Fijo - Bna,Grafica,11112,S.A. LA NACION                ,LA NACION,Capital Federal,DA 562-10 B,may-18,no
2018_03839,79205.04,95838.1,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Cable,13313,PUBLIREVISTAS S.A.            ,LA NACION,Capital Federal,DA 448-09,may-18,no
