orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_01177,35189.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Productora 2000 S.A.,FM 97.5 VALE,DA 448-09,2016-02-01
2016_01178,35189.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,FM 98.3 MEGA,DA 448-09,2016-02-01
2016_00790,35402.64,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Libertad S.A.,FM 100.7 BLUE,DTO 852-14,2016-02-01
2016_01516,35617.73,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Febrero,Grafica,Bae Negocios S.A.,BAE,DA 562-10,2016-02-01
2016_00670,35617.73,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Febrero,Grafica,Bae Negocios S.A.,BAE,DA 562-10,2016-02-01
2016_01575,35864.4,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radio Emisora Cultural S.A.,AM 630 RADIO RIVADAVIA,DTO 852-14,2016-02-01
2016_01259,36100.35,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-02-01
2016_01099,36341.17,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Producciones y Programas S.A.,AM 990,DTO 852-14,2016-02-01
2016_01125,36624.28,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 620 / FM 97.3 - LV 4 RADIO SAN RAFAEL,DA 448-09,2016-02-01
2016_00840,37110.15,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Sciorra Silvina Beatriz,FM 95.3 LA MAJA,DA 448-09,2016-02-01
2016_01609,37144.48,Ministerio de Defensa,Legal Febrero,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01247,37752.0,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Senal Economica S.A.,FM 95.5 CONCEPTO,DA 448-09,2016-02-01
2016_00809,38352.37,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,El Diario S.R.L.,EL DIARIO,DTO 852-14,2016-02-01
2016_00871,38450.41,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Trd Publicidad y Comunic. S.A.,AM 1450 EL SOL,DA 448-09,2016-02-01
2016_00863,38528.51,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,J.G. Representaciones S.A.,FM PANORAMA,DA 448-09,2016-02-01
2016_01222,38884.56,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Productores Indep. Asoc. S.A.,CANAL 9,DTO 852-14,2016-02-01
2016_01203,38966.17,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radio Libertad S.A.,FM 100.7 BLUE,DA 448-09,2016-02-01
2016_01534,39087.83,Ministerio de Turismo,Legal Febrero,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_01126,39240.3,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio y Television Argent. Se,AM 780 LV 8 RADIO LIBERTADOR,DA 448-09,2016-02-01
2016_01150,39240.3,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Carlos Suarez.Com S.R.L.,FM 89.5 RADIO TURISMO BARILOCHE,DA 448-09,2016-02-01
2016_00675,39340.18,I.N.S.S.J.P. (Pami),,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01399,40138.06,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 810 MITRE,DA 448-09,2016-02-01
2016_01090,40320.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Estacion del Carmen S.R.L.,FM 105.1 ESTACION DEL CARMEN,DTO 852-14,2016-02-01
2016_01218,40590.95,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Soluciones Logisticas S.A.,CN23,DTO 852-14,2016-02-01
2016_01381,41049.29,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_01179,41054.43,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Dh Com S.A.,FM 101.5 POP RADIO,DA 448-09,2016-02-01
2016_00723,41209.95,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Desup S.A.,AM 1190 RADIO AMERICA,DTO 852-14,2016-02-01
2016_01567,41223.02,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Capayan S.A.,EL ANCASTI,DTO 852-14,2016-02-01
2016_00833,41229.37,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Srt Serv R y Tv Univ N Cdba Sa,AM 580 RADIO UNIVERSIDAD,DTO 852-14,2016-02-01
2016_00911,41624.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Misiones Soc. de Radiodif. Srl,AM 670,DA 448-09,2016-02-01
2016_01689,41810.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01623,41810.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01616,41810.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01224,41810.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_00817,41810.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2015_14852,42108.0,Banco de la Nacion Argentina,Carteles en el Autodromo de Bs.As. - B.N.A.,Via Publica,Acba S.A.,ESTATICA,DA 562-10,2016-02-01
2016_01129,42226.49,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Unomedios S.A.,FM 93.7 MONTECRISTO,DA 448-09,2016-02-01
2016_01134,42226.49,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Unomedios S.A.,FM 100.5 LA RED DEPORTIVA,DA 448-09,2016-02-01
2016_01133,42226.49,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Fm Aeropuerto S.R.L.,FM 88.3 LATINOS,DA 448-09,2016-02-01
2016_01136,42226.49,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Unomedios S.A.,FM 98.1 AYER,DA 448-09,2016-02-01
2016_00819,42518.19,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Red Intercable S.A.,SEÑAL CONEXION EDUCATIVA,DTO 852-14,2016-02-01
2016_00799,43045.64,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Impresora Chubutense S.A.,EL CHUBUT,DTO 852-14,2016-02-01
2016_00882,43133.98,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Epifania S.A.,AM 1470 LT 28 RADIO RAFAELA,DA 448-09,2016-02-01
2016_01434,43187.13,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Desup S.A.,AM 1190 RADIO AMERICA,DA 448-09,2016-02-01
2016_01436,43387.07,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Imc Radios S.A.,FM 102.3 ASPEN,DA 448-09,2016-02-01
2016_01221,43414.8,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Srt Serv R y Tv Univ N Cdba Sa,CANAL 10,DTO 852-14,2016-02-01
2016_00895,43771.26,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Grupo Mc Medios S.A.,RADIO FIESTA,DA 448-09,2016-02-01
2016_01180,43986.9,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-02-01
2016_01014,44234.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Diario la Capital Sa,LA CAPITAL,DA 448-09,2016-02-01
2016_01589,44806.08,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-02-01
2016_00694,44856.99,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Metro S.A.,FM 95.1 METRO,DTO 852-14,2016-02-01
2016_01582,45032.76,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Legal Febrero,Grafica,Bae Negocios S.A.,BAE,DTO 852-14,2016-02-01
2016_01261,45319.84,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01594,45511.54,Banco Central de la Republica Argentina,Legal Febrero,Grafica,Bae Negocios S.A.,BAE,DA 448-09,2016-02-01
2016_00800,46249.57,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Editorial Jornada S.A.,JORNADA,DTO 852-14,2016-02-01
2016_00714,46318.8,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,40 PRINCIPALES,DA 448-09,2016-02-01
2016_01465,46498.14,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Voz del Interior S.A.,DIA A DIA,DA 448-09,2016-02-01
2016_00948,46498.14,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Voz del Interior S.A.,DIA A DIA,DA 448-09,2016-02-01
2016_01268,46611.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_01010,46611.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_00693,46611.62,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_01383,47617.17,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_01690,47640.12,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_01719,48862.58,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01244,48862.58,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_00934,50351.98,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Capayan S.A.,EL ANCASTI,DTO 852-14,2016-02-01
2016_00937,51122.25,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Fundamento S.A.,PUNTAL,DTO 852-14,2016-02-01
2016_00854,51434.67,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Salta S.A.,AM 840 LV 9 RADIO SALTA,DA 448-09,2016-02-01
2016_01645,51919.86,Cent-Sec.P/Tecnol.Cien.Y Innov,Legal Febrero,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_01225,51991.91,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_00803,52100.75,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Cantos Jose Maria Hijo,NUEVO DIARIO,DTO 852-14,2016-02-01
2016_00930,52143.17,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Antaxus S.A.,CANAL 3,DTO 852-14,2016-02-01
2016_01299,52144.95,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Emisora Cultural S.A.,AM 630 RADIO RIVADAVIA,DTO 852-14,2016-02-01
2016_01581,52423.68,Incaa - Instituto Nacional de Cine y Artes Audiovisuales,Legal Febrero,Grafica,Sa The Buenos Aires Herald Ltd,BUENOS AIRES HERALD,DTO 852-14,2016-02-01
2016_01502,52734.28,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01148,53016.59,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio Mitre S.A.,FM 92.1 DEL LAGO,DA 448-09,2016-02-01
2016_00965,53081.95,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Diario la Capital Sa,LA CAPITAL,DA 448-09,2016-02-01
2016_01027,53234.17,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Dia Soc.Anon.Ind.Com. y Fin,EL DIA,DA 448-09,2016-02-01
2016_00853,53444.08,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-02-01
2016_00722,53615.1,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Senal Economica S.A.,AM 730 CONCEPTO,DTO 852-14,2016-02-01
2016_01427,54018.5,Banco Central de la Republica Argentina,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01181,54018.51,Policia Federal Argentina,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01592,54450.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Cm Tv & Publicidad S.A.,CANAL MUSICAL,DTO 852-14,2016-02-01
2016_00807,55168.94,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Contenidos S.A.,EL ZONDA,DTO 852-14,2016-02-01
2016_00717,55466.4,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Emisora Cultural S.A.,AM 630 RADIO RIVADAVIA,DTO 852-14,2016-02-01
2016_01526,55933.94,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_00813,55933.94,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,MUY,DA 448-09,2016-02-01
2016_01529,56526.36,Ministerio de Turismo,Legal Febrero,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_01561,56628.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DTO 1145-09,2016-02-01
2016_01151,56644.4,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Xhardez y Cozzi S.R.L.,AM 640 RADIO EL VALLE,DA 448-09,2016-02-01
2016_01190,56851.82,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Libertad S.A.,FM 100.7 BLUE,DTO 852-14,2016-02-01
2016_00806,56875.2,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Multimedios Norte Asoc. S.A.,EL TRIBUNO,DTO 852-14,2016-02-01
2016_01262,57340.27,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01585,58236.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01538,58236.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01528,58236.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01497,58236.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01425,58236.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01423,58283.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Bae Negocios S.A.,BAE,DTO 852-14,2016-02-01
2016_01498,58283.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Bae Negocios S.A.,BAE,DTO 852-14,2016-02-01
2016_00699,58649.18,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Productora 2000 S.A.,FM 97.5 VALE,DA 448-09,2016-02-01
2016_01597,59241.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Eventos Producciones S A,CANAL 26,DTO 852-14,2016-02-01
2016_00837,59400.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Capella Inocencio Antonio,FM 93.7 VITAL,DA 448-09,2016-02-01
2016_01426,59562.49,Banco Central de la Republica Argentina,Legal Febrero,Grafica,Arte Grafico Editorial Arg. Sa,CLARIN,DA 448-09,2016-02-01
2016_01016,59727.28,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Litoral S.R.L.,EL LITORAL,DA 448-09,2016-02-01
2016_01029,59971.84,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,ROSARIO 12,DA 448-09,2016-02-01
2016_01264,60412.56,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_01004,60412.56,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_00778,60480.64,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Red Celeste y Blanca S.A.,AM 910 LA RED,DA 448-09,2016-02-01
2016_01013,61438.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Cadena de Radio Eco S.A.,AM 1220 ECO MEDIOS - CADENA ECO,DA 448-09,2016-02-01
2016_01084,61469.03,Ministerio de Salud,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01085,61469.03,Ministerio de Salud,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01086,61469.03,Ministerio de Salud,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01087,61469.03,Ministerio de Salud,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01415,61746.3,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Wall Street Via Publica S.A.,CARAPANTALLAS MUNICIPALES (CPM),DA 448-09,2016-02-01
2016_01169,62070.41,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Imc Radios S.A.,FM 102.3 ASPEN,DA 448-09,2016-02-01
2016_00874,63024.78,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Bayres Publicidad S.A.,FM 88.7 CADENA RIO,DA 448-09,2016-02-01
2016_00796,63538.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Infomedia Producciones S.A.,REVISTA INFOCAMPO,DTO 852-14,2016-02-01
2016_01460,64769.58,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,ROSARIO 12,DA 448-09,2016-02-01
2016_00938,65154.26,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Cantos Jose Maria Hijo,NUEVO DIARIO,DTO 852-14,2016-02-01
2016_01417,65658.35,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Cerco Publicidad S.A.,TRANSILUMINADOS,DA 448-09,2016-02-01
2016_00887,66399.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_00886,66399.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_00929,67328.31,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ondafe S.A.,AM 1150 LT9 BRIGADIER LOPEZ,DTO 852-14,2016-02-01
2015_07727,67423.89,Banco de la Nacion Argentina,Auspicio Tour Nativa 2015 / 2016,Via Publica,Is Sports S.A.,AUSPICIO DE EVENTO Y/O ENTIDAD,DA 562-10,2016-02-01
2016_01562,68058.59,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_00888,69166.65,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_00984,69395.98,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,ROSARIO 12,DA 448-09,2016-02-01
2016_01614,69423.75,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Television Digital Argent. S.A,360 TV,DTO 852-14,2016-02-01
2016_01411,69575.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Del Norte Prod. y Serv. S.R.L.,GIGANTOGRAFIA,DA 448-09,2016-02-01
2016_01208,69940.26,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Bae Negocios S.A.,BAE,DTO 852-14,2016-02-01
2016_00881,69979.15,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Diaz de Lezana Edmundo Luis,FM 88.7 RADIO CLUB,DA 448-09,2016-02-01
2016_00725,70423.47,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora del Plata S.A.,AM 1030 RADIO DEL PLATA,DTO 852-14,2016-02-01
2016_01488,71672.74,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Litoral S.R.L.,EL LITORAL,DA 448-09,2016-02-01
2016_00967,71672.74,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Litoral S.R.L.,EL LITORAL,DA 448-09,2016-02-01
2016_00876,71786.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Voces S.A.,AM 830 LT8 RADIO ROSARIO,DA 448-09,2016-02-01
2016_01432,71978.54,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-02-01
2016_01428,71995.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Grupo Al Sur S.A.,PANTALLA LED,DTO 852-14,2016-02-01
2016_01422,72228.47,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-02-01
2016_01429,72600.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Nefir S.A.,CARTEL LED,DTO 852-14,2016-02-01
2016_00737,72600.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Web,Thx Medios S A,WWW.INFOBAE.COM,DTO 852-14,2016-02-01
2016_01008,73063.71,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Comunidad Virtual S.A.,EL ARGENTINO,DA 448-09,2016-02-01
2016_00816,73063.71,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Comunidad Virtual S.A.,EL ARGENTINO,DA 448-09,2016-02-01
2016_01459,73196.99,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Dia Soc.Anon.Ind.Com. y Fin,EL DIA,DA 448-09,2016-02-01
2016_00814,73196.99,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Dia Soc.Anon.Ind.Com. y Fin,EL DIA,DA 448-09,2016-02-01
2016_00889,74699.98,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_01000,74763.82,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01590,74923.2,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Telecentro S.A.,TELEMAX,DTO 852-14,2016-02-01
2016_01131,74927.0,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio de Cuyo S.A.,FM 100.9,DA 448-09,2016-02-01
2016_01204,75504.0,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Senal Economica S.A.,FM 95.5 CONCEPTO,DA 448-09,2016-02-01
2016_00736,75504.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Web,Nefir S.A.,WWW.BUENOSAIRESHERALD.COM,DTO 852-14,2016-02-01
2016_00011,75891.2,Banco de la Nacion Argentina,Auspicio Mar del Plata Aquarium - Banco Nacion,Via Publica,7 K Trade S.A.,ACCIONES PUBLICITARIAS - VARIAS,DA 562-10,2016-02-01
2016_01251,76835.64,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-02-01
2016_01219,77014.08,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Television Digital Argent. S.A,360 TV,DTO 852-14,2016-02-01
2016_01149,77459.04,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,J.G. Representaciones S.A.,FM 99.7 URBANA,DA 448-09,2016-02-01
2016_01006,78208.17,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_01122,78480.6,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Coop. de Trabajo Cultural el Farol Ltda.,FM 98.1 LA METRO,DA 448-09,2016-02-01
2016_00805,79039.8,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,El Diario de Madryn S.A.,EL DIARIO,DTO 852-14,2016-02-01
2016_01611,79999.88,Presidencia de la Nacion,Campaña Visita Pte. Hollande - Presidencia de la Nación,Redes Sociales,Global Mind S.A.,WWW.FACEBOOK.COM,DA 448-09,2016-02-01
2016_01705,83187.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
