orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_01706,83187.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01707,83187.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01718,83621.23,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01483,85471.75,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Horizontes S.A.,EL TRIBUNO,DA 448-09,2016-02-01
2016_01273,85511.55,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01205,86640.85,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Desup S.A.,AM 1190 RADIO AMERICA,DA 448-09,2016-02-01
2016_01214,86967.04,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_01254,86967.04,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_01500,87346.41,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_01217,87346.41,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_00791,87597.97,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Buenos Aires S.A,FM 95.9 ROCK AND POP,DTO 852-14,2016-02-01
2016_00982,87858.52,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Dia Soc.Anon.Ind.Com. y Fin,EL DIA,DA 448-09,2016-02-01
2016_01171,87973.78,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Productora 2000 S.A.,FM 97.5 VALE,DA 448-09,2016-02-01
2016_00870,88054.56,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Rad. Univ. Nac. del Litoral Sa,AM 1020 LT10 UNIVERSIDAD,DTO 852-14,2016-02-01
2016_00890,88533.28,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio y Television Argent. Se,LRA 15,DA 448-09,2016-02-01
2016_01621,88536.11,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01617,88536.11,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01570,88536.11,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01246,88536.11,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01234,88536.11,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_00772,88536.11,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01128,89075.87,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Unomedios S.A.,AM 680 LV6 RADIO NIHUIL,DA 448-09,2016-02-01
2016_01123,89075.87,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Radio los Cerros S.A.,FM 94.9 BRAVA,DA 448-09,2016-02-01
2016_01211,90673.2,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_00822,90882.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Gomez Ramon Ricardo,VALLE VIEJO,DA 448-09,2016-02-01
2016_01328,92565.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Television Federal S.A.,CANAL 11 TELEFE,DA 448-09,2016-02-01
2016_00775,93416.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Imc Radios S.A.,FM 102.3 ASPEN,DA 448-09,2016-02-01
2016_01384,96800.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_00797,101169.84,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Manucorp S.A.,REVISTA VEINTITRES,DTO 852-14,2016-02-01
2016_01620,101821.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Perfil S.A.,REVISTA NOTICIAS,DA 448-09,2016-02-01
2016_01236,101821.5,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Perfil S.A.,REVISTA NOTICIAS,DA 448-09,2016-02-01
2016_00700,102636.06,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,FM 98.3 MEGA,DA 448-09,2016-02-01
2016_00885,103977.72,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Television Litoral S.A.,AM 1230 LT2,DA 448-09,2016-02-01
2016_01265,103983.82,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_01524,104931.13,Ministerio de Justicia y Derechos Humanos,Legal Febrero,Grafica,Editorial Perfil S.A.,PERFIL,DA 448-09,2016-02-01
2016_01166,105415.2,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Red Celeste y Blanca S.A.,AM 910 LA RED,DA 448-09,2016-02-01
2016_00928,105528.94,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,R.T.R.N. Se W92 Canal 10,CANAL 10,DTO 852-14,2016-02-01
2016_00752,106480.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Via Publica,Publicidad Sarmiento S.A.,CARTELERAS DOBLES,DTO 852-14,2016-02-01
2016_00997,106551.24,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Comunidad Virtual S.A.,EL ARGENTINO,DA 448-09,2016-02-01
2016_00690,106551.24,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Comunidad Virtual S.A.,EL ARGENTINO,DA 448-09,2016-02-01
2016_00802,107973.87,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Diario la Verdad Arz.Mer-Lujan,LA VERDAD,DTO 852-14,2016-02-01
2016_01088,107976.04,Ministerio de Salud,Legal Febrero,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_00756,109989.0,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Via Publica,Publicidad Sarmiento S.A.,VALLAS,DTO 852-14,2016-02-01
2016_01242,110518.75,Com.Nac.De Reg.del Transporte,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_00878,110685.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Bonita S.R.L.,FM 97.3 RADIO BOING,DA 448-09,2016-02-01
2016_00880,110685.96,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ayl S.R.L.,FM 100.7,DA 448-09,2016-02-01
2016_01593,111078.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Srt Serv R y Tv Univ N Cdba Sa,CBA24N,DTO 852-14,2016-02-01
2016_00926,111654.29,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,T.V. Mar del Plata S.A.,CANAL 10,DTO 852-14,2016-02-01
2016_00977,114532.15,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Horizontes S.A.,EL TRIBUNO,DA 448-09,2016-02-01
2016_01168,116335.7,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,40 PRINCIPALES,DA 448-09,2016-02-01
2016_01563,116472.43,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01097,117298.36,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Radiodifusora Independencia S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,DTO 852-14,2016-02-01
2016_00692,117568.86,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_00801,117712.41,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,Maciel Hermanos S.A.,LA VOZ DEL PUEBLO,DTO 852-14,2016-02-01
2016_01421,117975.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Boschle y Asociados S.R.L.,GIGANTOGRAFIA,DA 448-09,2016-02-01
2016_01444,119646.19,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Voz del Interior S.A.,LA VOZ DEL INTERIOR,DA 448-09,2016-02-01
2016_01269,119653.22,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,LA RAZON,DA 448-09,2016-02-01
2016_01093,121741.49,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Srt Serv R y Tv Univ N Cdba Sa,AM 580 RADIO UNIVERSIDAD,DTO 852-14,2016-02-01
2016_01519,122694.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Viacart S.A.,TRANSILUMINADOS,DTO 852-14,2016-02-01
2016_00733,122694.0,Presidencia de la Nacion,Niños Extraviados 2016,Via Publica,Viacart S.A.,TRANSILUMINADOS,DTO 852-14,2016-02-01
2016_01024,122713.01,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Horizontes S.A.,EL TRIBUNO,DA 448-09,2016-02-01
2016_01091,123584.56,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Radiodifusora del Centro S.A.,CADENA 3 ARGENTINA PLAZA CORDOBA / LV 3 AM 700,DTO 852-14,2016-02-01
2016_01591,123841.08,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Estrellas Satelital S.A.,CRONICA TV,DTO 1145-09,2016-02-01
2016_01094,124904.98,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Rosario Difusion S.A.,AM 680,DTO 852-14,2016-02-01
2016_01530,126307.15,Ministerio de Turismo,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01535,126307.15,Ministerio de Turismo,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_01532,126307.15,Ministerio de Turismo,Legal Febrero,Grafica,S.A. la Nacion,LA NACION,DA 448-09,2016-02-01
2016_03133,127601.76,Banco de la Nacion Argentina,"Sponsor Maratones ""K 21 Series Argentina"" y "" K42 Argentina"" - B.N.A.",Via Publica,Patagonia Eventos S.R.L.,AUSPICIO DE EVENTO Y/O ENTIDAD,DA 562-10,2016-02-01
2016_00892,128295.09,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Vision Jujuy S.A.,AM 630 LW8,DA 448-09,2016-02-01
2016_00747,131750.85,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Uno Multimedios S.A.,CANAL 2,DTO 1145-09,2016-02-01
2016_00701,131960.66,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Dh Com S.A.,FM 101.5 POP RADIO,DA 448-09,2016-02-01
2016_01193,133100.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01187,135717.9,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Metro S.A.,FM 95.1 METRO,DTO 852-14,2016-02-01
2016_01141,137079.45,Presidencia de la Nacion,Incendios Forestales - Presidencia de la Nacion,Radio,Andina S.A.,AM MIL 20 Y FM SAN JUAN,DA 448-09,2016-02-01
2016_00777,138375.6,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,40 PRINCIPALES,DA 448-09,2016-02-01
2016_00992,139500.9,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Cablevideo Digital S.A.,CABLEVIDEO SANTO TOME,DTO 852-14,2016-02-01
2016_01499,141657.77,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01424,141657.77,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_01559,143859.94,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_01256,143859.94,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_01216,143859.94,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_00999,143859.94,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 448-09,2016-02-01
2016_01301,144456.94,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-02-01
2016_01070,145313.49,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Da.Vi.Tel. S.A.,NEUQUEN TELEVISION,DTO 852-14,2016-02-01
2016_00810,145801.66,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Grafica,La Reforma S.R.L.,LA REFORMA,DTO 852-14,2016-02-01
2016_01188,151465.97,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Buenos Aires S.A,FM 95.9 ROCK AND POP,DTO 852-14,2016-02-01
2016_00812,153276.75,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Cm Tv & Publicidad S.A.,CANAL MUSICAL,DTO 852-14,2016-02-01
2016_01172,153954.12,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,FM 98.3 MEGA,DA 448-09,2016-02-01
2016_00713,155398.13,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01431,156897.68,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01263,157895.32,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_00924,158086.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Sky Productions S.A.,CANAL 10,DTO 852-14,2016-02-01
2016_00841,158804.53,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Mitre S.A.,AM 810 MITRE,DA 448-09,2016-02-01
2016_01598,159417.5,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Srt Serv R y Tv Univ N Cdba Sa,CANAL 10,DTO 852-14,2016-02-01
2016_00786,161285.26,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Desup S.A.,AM 1190 RADIO AMERICA,DTO 852-14,2016-02-01
2016_01035,163395.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Voz del Interior S.A.,LA VOZ DEL INTERIOR,DA 448-09,2016-02-01
2016_00757,164983.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Via Publica,Publicidad Sarmiento S.A.,VALLAS,DTO 852-14,2016-02-01
2016_01566,166375.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01565,166375.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01382,166375.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_00789,172536.54,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora Metro S.A.,FM 95.1 METRO,DTO 852-14,2016-02-01
2016_01413,174240.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Via Publica,Innovacion S.A.,TRANSILUMINADOS,DA 448-09,2016-02-01
2016_01005,174407.89,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_00995,174692.81,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Impreba S.A.,DIARIO POPULAR,DA 448-09,2016-02-01
2016_00991,175843.01,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Balkbrug S.A.,TIEMPO ARGENTINO,DTO 852-14,2016-02-01
2016_01210,175843.01,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Balkbrug S.A.,TIEMPO ARGENTINO,DTO 852-14,2016-02-01
2016_00702,175947.54,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-02-01
2016_01209,177072.22,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-02-01
2016_00943,178542.7,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Voz del Interior S.A.,LA VOZ DEL INTERIOR,DA 448-09,2016-02-01
2016_01531,178687.48,Ministerio de Turismo,Legal Febrero,Grafica,Arte Grafico Editorial Arg. Sa,CLARIN,DA 448-09,2016-02-01
2016_00770,178712.16,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_00927,179987.5,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Cielo S.A.,CANAL 2,DTO 852-14,2016-02-01
2016_00744,182149.42,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Jorge Estornell S.A.,CANAL 8,DTO 1145-09,2016-02-01
2016_00936,192712.92,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,La Gaceta S.A.,LA GACETA,DTO 852-14,2016-02-01
2016_01173,197941.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Dh Com S.A.,FM 101.5 POP RADIO,DA 448-09,2016-02-01
2016_01215,199446.72,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_01167,199459.08,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01615,200724.48,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Cable,Soluciones Logisticas S.A.,CN23,DTO 852-14,2016-02-01
2016_01183,202339.69,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Desup S.A.,AM 1190 RADIO AMERICA,DTO 852-14,2016-02-01
2016_00739,205285.1,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Tv,Jorge Estornell S.A.,CANAL 7,DTO 1145-09,2016-02-01
2016_01207,206827.24,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Ls4 Radio Continental S.A.,AM 590 RADIO CONTINENTAL,DA 448-09,2016-02-01
2016_01065,206886.48,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Radiodifusora Buenos Aires S.A,FM 95.9 ROCK AND POP,DTO 852-14,2016-02-01
2016_00782,211714.67,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Productora 2000 S.A.,FM 97.5 VALE,DA 448-09,2016-02-01
2016_01596,212960.0,Presidencia de la Nacion,Campaña Visita Pte. Hollande - Presidencia de la Nación,Via Publica,Publicidad Sarmiento S.A.,CARAPANTALLAS MUNICIPALES (CPM),DTO 852-14,2016-02-01
2016_01066,216231.84,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Radio,Radiodifusora del Plata S.A.,AM 1030 RADIO DEL PLATA,DTO 852-14,2016-02-01
2016_00779,216456.9,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Senal Economica S.A.,AM 730 CONCEPTO,DTO 852-14,2016-02-01
2016_01508,216685.4,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 790 RADIO MITRE,DA 448-09,2016-02-01
2016_01389,218270.33,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Radio,Radiodifusora del Centro S.A.,CADENA 3 ARGENTINA PLAZA CORDOBA / LV 3 AM 700,DTO 852-14,2016-02-01
2016_01471,220002.2,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Emisora Cultural S.A.,AM 630 RADIO RIVADAVIA,DTO 852-14,2016-02-01
2016_01253,220304.7,Presidencia de la Nacion,Campaña Turismo - Presidencia de la Nacion,Grafica,Editorial la Pagina S.A.,PAGINA 12,DA 448-09,2016-02-01
2016_00788,221163.8,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Emisora Cultural S.A.,AM 630 RADIO RIVADAVIA,DTO 852-14,2016-02-01
2016_01560,227648.19,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Arte Grafico Editorial Arg. Sa,OLE,DA 448-09,2016-02-01
2016_00931,234066.03,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Srt Serv R y Tv Univ N Cdba Sa,CBA24N,DTO 852-14,2016-02-01
2016_00939,247164.36,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Grafica,Editorial Sarmiento S.A.,CRONICA,DTO 1145-09,2016-02-01
2016_01184,253954.8,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Senal Economica S.A.,AM 730 CONCEPTO,DTO 852-14,2016-02-01
2016_01174,263921.34,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Votionis S.A.,AM 710 RADIO 10,DA 448-09,2016-02-01
2016_00712,264837.71,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radio Mitre S.A.,FM 99.9 LA 100,DA 448-09,2016-02-01
2016_01305,266031.82,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Radio,Radiodifusora del Centro S.A.,CADENA 3 ARGENTINA PLAZA CADENA,DTO 852-14,2016-02-01
2016_01200,266200.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01199,266200.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
2016_01198,266200.0,Ministerio de Salud,Campaña Dengue 2016 - Ministerio de Salud,Tv,Radio y Television Argent. Se,CANAL 7 TV PUBLICA,DA 448-09,2016-02-01
