ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_21249,3600.00,4356.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11150,GOMEZ JORGE FELIX,FM 95.3 CAPITAL,Corrientes,DA 448-09,nov-16
2016_21250,4026.00,4026.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,14651,MASE S.R.L.,FM TOTAL,Corrientes,DA 448-09,nov-16
2016_21251,6300.00,7623.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15869,SIGLO XXI S.R.L.,AM 1100 RADIO DEL NORTE,Corrientes,DA 448-09,nov-16
2016_21252,3476.93,3476.93,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15294,GUTNISKY SAMUEL,FM 107.1 RADIO LA RED CORRIENTES,Corrientes,DA 448-09,nov-16
2016_21253,3378.00,3378.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,16787,MULTITARGET S.A.,FM S 90.9,Corrientes,DA 448-09,nov-16
2016_21254,3098.25,3098.25,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17367,DIFUSORA IBERA S.R.L.,AM 1000 LT 42 RADIO DEL IBERA,Corrientes,DA 448-09,nov-16
2016_21255,3660.00,4428.60,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 89.1 CLASS,Corrientes,DA 448-09,nov-16
2016_21256,2840.06,2840.06,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17892,IDEAS DE RADIO S.R.L.,FM 99.3,Corrientes,DA 448-09,nov-16
2016_21235,2129.76,2129.76,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,13192,RADIONOTICIAS SUDAMERICANA SA,FM 100.5 RADIO SUDAMERICANA,Corrientes,DA 448-09,nov-16
2016_21237,3220.80,3220.80,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,14651,MASE S.R.L.,FM TOTAL,Corrientes,DA 448-09,nov-16
2016_21240,2702.40,2702.40,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,16787,MULTITARGET S.A.,FM S 90.9,Corrientes,DA 448-09,nov-16
2016_21241,2478.60,2478.60,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17367,DIFUSORA IBERA S.R.L.,AM 1000 LT 42 RADIO DEL IBERA,Corrientes,DA 448-09,nov-16
2016_21242,2928.00,3542.88,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 89.1 CLASS,Corrientes,DA 448-09,nov-16
2016_21243,2272.05,2272.05,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17892,IDEAS DE RADIO S.R.L.,FM 99.3,Corrientes,DA 448-09,nov-16
2016_21233,5025.00,6080.25,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,DA 448-09,nov-16
2016_21234,2272.05,2272.05,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,17892,IDEAS DE RADIO S.R.L.,RADIO DOS - CORRIENTES,Corrientes,DA 448-09,nov-16
2016_21236,2880.00,3484.80,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11150,GOMEZ JORGE FELIX,FM 95.3 CAPITAL,Corrientes,DA 448-09,nov-16
2016_21238,5040.00,6098.40,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15869,SIGLO XXI S.R.L.,AM 1100 RADIO DEL NORTE,Corrientes,DA 448-09,nov-16
2016_21239,2781.54,2781.54,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,15294,GUTNISKY SAMUEL,FM 107.1 RADIO LA RED CORRIENTES,Corrientes,DA 448-09,nov-16
2016_21244,46256.18,51113.08,Ministerio de Justicia y Derechos Humanos,Aviso Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,nov-16
2016_21245,22475.70,23037.59,Ministerio de Justicia y Derechos Humanos,Aviso Legal Noviembre,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,nov-16
2016_21227,4863.87,5885.28,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,nov-16
2016_21228,7200.00,8712.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 98.1 RADIO ANTENA 8,Tucuman,DA 448-09,nov-16
2016_21229,2520.00,3049.20,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,16578,RADIO Y TELEVISION ARGENT. SE,LRA 15,Tucuman,DA 448-09,nov-16
2016_21231,3965.76,4798.57,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,11644,RADIODIFUSORA INDEPENDENCIA S.R.L.,AM 590 LV12 RADIO INDEPENDENCIA,Tucuman,DTO 852-14,nov-16
2016_21232,2250.00,2250.00,Presidencia de la Nacion,Presidencia de la Nacion -Estado en Tu Barrio,Radio,13502,RADIO DEL INTERIOR S.A.,AM 1120 LRK 204 RADIO 21,Tucuman,DTO 852-14,nov-16
2016_21225,7459.09,8242.29,Ministerio de Transporte,Legal Noviembre,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,nov-16
2016_21223,3000000.00,3630000.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cine,11010,FILMSUEZ S.A.,CINE,Capital Federal,DA 562-10,nov-16
2016_21102,840797.00,1017364.37,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11112,S.A. LA NACION,LANACION.COM.AR,Capital Federal,DA 562-10,nov-16
2016_21132,501480.00,606790.80,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,DA 562-10,nov-16
2016_19847,4337.55,4445.99,Presidencia de la Nacion,Plan Obras Ruta 7 - Presidencia de la Nacion,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,EL QUINCENAL,Buenos Aires,DA 448-09,nov-16
2016_21213,16519.76,16932.75,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11766,CANTOS JOSE MARIA HIJO,NUEVO DIARIO,Santiago del Estero,DTO 852-14,nov-16
2016_21185,34692.14,38334.81,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,12690,PAYNE S.A.,EL DIARIO DE LA REPUBLICA,San Luis,DA 448-09,nov-16
2016_21183,49450.00,50686.25,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13793,TALLERES EL TUNEL S.A.,LA VOZ,Chaco,DA 448-09,nov-16
2016_21178,276134.86,334123.18,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11049,LA VOZ DEL INTERIOR S.A.,LA VOZ DEL INTERIOR,Cordoba,DA 448-09,nov-16
2016_21156,177100.56,214291.68,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11095,LA GACETA S.A.,LA GACETA,Tucuman,DA 448-09,nov-16
2016_21217,5953.53,6102.37,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11103,EDITORIAL JORNADA S.A.,JORNADA,Chubut,DTO 852-14,nov-16
2016_21219,16946.28,17369.94,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11102,EDITORIAL CAPAYAN S.A.,EL ANCASTI,Catamarca,DTO 852-14,nov-16
2016_21221,14320.80,14678.82,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,14010,LAENA S.A.,NOTICIAS DE LA COSTA,Rio Negro,DTO 852-14,nov-16
2016_21214,46887.36,56733.71,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11063,EDITORIAL RIO NEGRO S.A.,RIO NEGRO,Rio Negro,DTO 852-14,nov-16
2016_21215,16027.20,16427.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11047,LA REFORMA S.R.L.,LA REFORMA,La Pampa,DTO 852-14,nov-16
2016_21216,2812.38,2882.69,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11035,EL DIARIO S.R.L.,EL DIARIO,La Pampa,DTO 852-14,nov-16
2016_21210,20563.20,20563.20,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13835,JARUR DUERY RICARDO FUAD,EL DIARIO DE SAN RAFAEL,Mendoza,DA 448-09,nov-16
2016_21211,4508.40,4981.78,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11184,CUYO TELEVISION S.A.,EL SOL,Mendoza,DA 448-09,nov-16
2016_21212,168412.61,203779.26,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11508,DIARIO LOS ANDES HNOS CALLE SA,LOS ANDES,Mendoza,DA 448-09,nov-16
2016_21207,10077.60,10329.54,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11600,EDITORA S.A.,EL TRIBUNO,Jujuy,DA 448-09,nov-16
2016_21208,5844.15,5990.25,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11046,DIARIO PREGON S.R.L.,EL PREGON,Jujuy,DA 448-09,nov-16
2016_21201,36382.32,37291.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,nov-16
2016_21202,37206.00,38136.15,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17975,GAMPP S.A.,FORMOSA EXPRES,Formosa,DA 448-09,nov-16
2016_21203,9881.35,10128.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,15945,VIVESCAS S.R.L.,LA CALLE,Entre Rios,DA 448-09,nov-16
2016_21205,13604.76,13944.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11270,S.A. ENTRE RIOS,EL DIARIO DE PARANA,Entre Rios,DA 448-09,nov-16
2016_21206,49572.00,50811.30,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11828,EDITORIAL EL DIA S.R.L.,EL DIA,Entre Rios,DA 448-09,nov-16
2016_21189,53726.40,55069.56,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11427,EDITORA CORRENTINA S.A.,EPOCA,Corrientes,DA 448-09,nov-16
2016_21187,29466.15,30202.80,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,15783,L'INVESTMENT S.A.,EL LITORAL,Corrientes,DA 448-09,nov-16
2016_21188,39560.00,40549.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13793,TALLERES EL TUNEL S.A.,EL LIBERTADOR,Corrientes,DA 448-09,nov-16
2016_21190,5753.99,5897.84,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11001,EL INDEPENDIENTE COPEGRAF LTDA,EL INDEPENDIENTE,La Rioja,DA 448-09,nov-16
2016_21191,12220.42,12525.93,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11304,PRIMERA EDICION S.A.,PRIMERA EDICION,Misiones,DA 448-09,nov-16
2016_21192,56048.43,57449.64,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,16902,PANORAMA PUBLICIDAD S.A.,EL TERRITORIO,Misiones,DA 448-09,nov-16
2016_21198,3010.70,3085.97,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,18253,CHL S.A.,EL CORDILLERANO,Rio Negro,DA 448-09,nov-16
2016_21199,134257.50,137613.94,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 448-09,nov-16
2016_21193,60000.00,72600.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,13498,COMERC. DE MEDIOS DEL INTER.SA,WWW.LAVOZ.COM.AR,,DA 562-10,nov-16
2016_21194,60000.00,72600.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,13498,COMERC. DE MEDIOS DEL INTER.SA,WWW.ELTRIBUNOSALTA.COM.AR,Salta,DA 562-10,nov-16
2016_21195,60000.00,72600.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,13498,COMERC. DE MEDIOS DEL INTER.SA,WWW.LOSANDES.COM.AR,,DA 562-10,nov-16
2016_21196,60000.00,72600.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,13498,COMERC. DE MEDIOS DEL INTER.SA,WWW.LACAPITALMDP.COM,,DA 562-10,nov-16
2016_21197,60000.00,72600.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11095,LA GACETA S.A.,WWW.LAGACETA.COM.AR,Tucuman,DA 562-10,nov-16
2016_21182,42318.85,46762.33,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11072,EDITORIAL CHACO S.A.,NORTE,Chaco,DA 448-09,nov-16
2016_21173,8035.20,8878.90,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11241,FRANCISCO MONTES S.A.C.I.F.,DIARIO DE CUYO,San Juan,DA 448-09,nov-16
2016_21174,27000.00,27675.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,15627,EL HUARPE S.A.,HUARPE,San Juan,DA 448-09,nov-16
2016_21179,7319.52,7502.51,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11091,EDITORIAL FUNDAMENTO S.A.,PUNTAL,Cordoba,DA 448-09,nov-16
2016_21180,9451.73,9688.02,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,TRIBUNA,Cordoba,DA 448-09,nov-16
2016_21181,28454.33,34429.74,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11049,LA VOZ DEL INTERIOR S.A.,DIA A DIA,Cordoba,DA 448-09,nov-16
2016_21175,8013.60,8213.94,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13235,L J K EDITORIAL S.A.,TIEMPO SUR,Santa Cruz,DA 448-09,nov-16
2016_21176,5849.36,5995.59,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13201,LA OPINION AUSTRAL S.A.,LA OPINION AUSTRAL,Santa Cruz,DA 448-09,nov-16
2016_21177,1755.86,1799.76,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17708,PACHE SUR S.A.,LA PRENSA,Santa Cruz,DA 448-09,nov-16
2016_21171,24799.96,25419.96,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11060,IMPRESORA PATAGONICA S.A.,CRONICA,Chubut,DA 448-09,nov-16
2016_21172,24799.96,25419.96,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11070,IMPRESORA CHUBUTENSE S.A.,EL CHUBUT,Chubut,DA 448-09,nov-16
2016_21169,83780.35,92577.29,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11265,EL LITORAL S.R.L.,EL LITORAL,Santa Fe,DA 448-09,nov-16
2016_21170,229037.33,277135.17,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11094,EDITORIAL DIARIO LA CAPITAL SA,LA CAPITAL,Santa Fe,DA 448-09,nov-16
2016_21168,48916.14,54052.33,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11064,EL LIBERAL SOCIEDAD ANONIMA,EL LIBERAL,Santiago del Estero,DA 448-09,nov-16
2016_21167,23760.00,26254.80,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,16716,EDITORIAL ESQUIU S.A.,EL ESQUIU,Catamarca,DA 448-09,nov-16
2016_21163,2696.63,2696.63,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,16080,EDIAM S.A.,EL DIARIO DEL FIN DEL MUNDO,Tierra del Fuego,DA 448-09,nov-16
2016_21164,13796.86,13796.86,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11042,FAGON S.R.L.,EL SURENO,Tierra del Fuego,DA 448-09,nov-16
2016_21165,125296.80,151609.13,Presidencia de la Nacion,Legal Noviembre,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,nov-16
2016_21159,12053.34,14584.54,Presidencia de la Nacion,Legal Noviembre,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 448-09,nov-16
2016_21160,266899.50,322948.40,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,11182,AMERICA TV S.A.,A24,Capital Federal,DA 562-10,nov-16
2016_21155,2440.80,2501.82,Presidencia de la Nacion,Legal Noviembre,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,nov-16
2016_21153,124771.50,127890.79,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA CAPITAL,Buenos Aires,DA 448-09,nov-16
2016_21154,50700.00,51967.50,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,13678,BAYRES PUBLICIDAD S.A.,REVISTA LA TECLA,Buenos Aires,DA 448-09,nov-16
2016_21152,38076.48,39028.39,Ministerio del Interior y Transporte,Legal Noviembre,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,nov-16
2016_21157,15614.68,16005.05,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11823,DIARIO LA UNION S.A.,LA UNION,Buenos Aires,DA 448-09,nov-16
2016_21158,132783.65,146725.93,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,DA 448-09,nov-16
2016_21161,2760.12,2829.12,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,LA VOZ,Buenos Aires,DA 448-09,nov-16
2016_21162,62454.60,69012.33,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11243,DIARIO LA NUEVA PROVINCIA SRL,LA NUEVA,Buenos Aires,DA 448-09,nov-16
2016_21147,12558.24,13876.86,Presidencia de la Nacion,Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,nov-16
2016_21149,22985.32,22985.32,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11452,DIARIO LA VERDAD ARZ.MER-LUJAN,LA VERDAD,Buenos Aires,DTO 852-14,nov-16
2016_21150,8583.30,8797.88,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11412,MACIEL HERMANOS S.A.,LA VOZ DEL PUEBLO,Buenos Aires,DTO 852-14,nov-16
2016_21142,3341.52,4043.24,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,EL DIARIO,Buenos Aires,DA 448-09,nov-16
2016_21143,21473.86,22010.71,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11066,EL POPULAR S.A.,EL POPULAR,Buenos Aires,DA 448-09,nov-16
2016_21144,3257.98,3339.43,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,REALIDAD,Buenos Aires,DA 448-09,nov-16
2016_21139,9375.00,9609.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,VARELA AL DIA,Buenos Aires,DA 448-09,nov-16
2016_21145,9375.00,9609.38,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,EL CRONISTA,Buenos Aires,DA 448-09,nov-16
2016_21146,75000.00,76875.00,Presidencia de la Nacion,El Estado Es Estar - Presidencia de la Nacion,Grafica,11799,DIARIOS BONAERENSES S.A.,EL TIEMPO,Buenos Aires,DA 448-09,nov-16
2016_21135,398000.00,481580.00,Presidencia de la Nacion,Presidencia de la Nacion - Jubilados,Via Publica,18465,VOL 15 S.A.,BACKLIGHT,,DA 448-09,nov-16
2016_21138,40403.43,44645.79,Ministerio del Interior y Transporte,Legal Noviembre,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,nov-16
2016_21134,18686.40,22610.54,Ministerio de Transporte,Legal Noviembre,Grafica,11303,EDITORIAL LA PAGINA S.A.,PAGINA 12,Capital Federal,DA 448-09,nov-16
2016_21127,423810.00,512810.10,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,15661,TELEPIU S.A.,C5N,Capital Federal,DA 562-10,nov-16
2016_21131,331790.40,401466.38,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,DA 562-10,nov-16
2016_21133,631800.00,764478.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,15078,ALTA DENSIDAD S.R.L.,CRONICA TV,Capital Federal,DA 562-10,nov-16
2016_21128,196800.00,238128.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,DA 562-10,nov-16
2016_20498,35000.00,42350.00,I.N.S.S.J.P. (Pami),Pami - Medicos de Cabecera,Radio,11935,SILMAR PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Capital Federal,DA 448-09,nov-16
2016_21123,10022.25,12126.92,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11828,EDITORIAL EL DIA S.R.L.,WWW.ELDIADEGUALEGUAYCHU.COM.AR,Entre Rios,DA 562-10,nov-16
2016_21121,47163.17,52115.30,Ministerio del Interior y Transporte,Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,nov-16
2016_21119,15865.20,16261.83,Ministerio del Interior y Transporte,Legal Noviembre,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,nov-16
2016_19499,12879.00,13200.98,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Registro Automotor,Grafica,11047,LA REFORMA S.R.L.,LA REFORMA,La Pampa,DTO 852-14,nov-16
2016_21125,60000.19,72600.23,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11182,AMERICA TV S.A.,WWW.UNOENTRERIOS.COM.AR,Entre Rios,DA 562-10,nov-16
2016_21126,96000.00,116160.00,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Web,11063,EDITORIAL RIO NEGRO S.A.,WWW.RIONEGRO.COM.AR,Rio Negro,DA 562-10,nov-16
2016_21120,12558.24,13876.86,Ministerio de Transporte,Legal Noviembre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,nov-16
2016_21122,7322.40,7505.46,Ministerio de Transporte,Legal Noviembre,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,nov-16
2016_21104,33789.52,40885.32,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,11018,RADIO LIBERTAD S.A.,FM 100.7 BLUE,Capital Federal,DA 562-10,nov-16
2016_21107,115558.76,139826.10,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,11120,RADIODIFUSORA METRO S.A.,FM 95.1 METRO,Capital Federal,DA 562-10,nov-16
2016_21116,485637.30,587621.13,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,12888,VOTIONIS S.A.,FM 98.3 MEGA,Capital Federal,DA 562-10,nov-16
2016_21117,186349.41,225482.79,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,18253,CHL S.A.,AM 630 RADIO RIVADAVIA,Capital Federal,DA 562-10,nov-16
2016_21118,87783.75,106218.34,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,13594,NOSTALGIE AMSUD S.A.,FM 104.3 RQP,Capital Federal,DA 562-10,nov-16
2016_21103,798669.57,966390.18,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 562-10,nov-16
2016_21105,260185.00,314823.85,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,13852,NRG S.A.,FM 101.1 LATINA,Capital Federal,DA 562-10,nov-16
2016_21108,751443.35,909246.45,Afip - Administracion Federal de Ingresos Publicos,Afip - Sinceramiento Fiscal,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Capital Federal,DA 562-10,nov-16
