ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_16697,8208.00,8208.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11527,PAMPA DIFUSORA S.R.L.,AM 980 LU 37 Radio Gral. Pico,La Pampa,DA 448-09,oct-16
2016_16696,9120.00,11035.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16659,TRAB.EMIS.PAMPEANA COOP.LTDA.,AM 890 LU 33 Emisora Pampeana,La Pampa,DA 448-09,oct-16
2016_16643,2964.00,3586.44,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 790 RADIO NACIONAL,Jujuy,DA 448-09,oct-16
2016_16642,3967.20,3967.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16615,RADIO SPORT SRL.,RADIO FIESTA,Jujuy,DA 448-09,oct-16
2016_16641,3967.20,3967.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16614,CLAUDIO G. JACQUET MATILLON,FM RADIO CITY,Jujuy,DA 448-09,oct-16
2016_16640,5168.00,6253.28,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11398,RADIO VISION JUJUY S.A.,AM 630 LW8,Jujuy,DA 448-09,oct-16
2016_16706,2416.80,2416.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16713,APONTE MARIA LUJAN,FM 90.3 SENSACION,Formosa,DA 448-09,oct-16
2016_16705,3302.35,3995.84,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15500,MEZA CARLOS HECTOR,FM 99.9 RADIO UNO,Formosa,DA 448-09,oct-16
2016_16704,2972.12,3596.27,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15500,MEZA CARLOS HECTOR,FM 94.1 RADIO UNO,Formosa,DA 448-09,oct-16
2016_16730,2489.76,2489.76,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14828,CARBONE MARIANO JOSE,RADIO GUALEGUAY,Entre Rios,DA 448-09,oct-16
2016_16729,2052.00,2482.92,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18093,VORTERIX S.A.,FM VORTERIX 91.7,Entre Rios,DA 448-09,oct-16
2016_16728,1883.74,1883.74,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18570,LAZO MANUEL ALBERTO,AM 660 LT41 LA VOZ DEL SUR ENTRERRIANO,Entre Rios,DA 448-09,oct-16
2016_16727,3070.40,3070.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14847,MAXIMA COMUNICACIONES SRL,FM 94.5 Máxima,Entre Rios,DA 448-09,oct-16
2016_16726,2280.00,2280.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17924,MARZOLINI JUAN CARLOS,AM 1550 LT 40 LA VOZ DE LA PAZ,Entre Rios,DA 448-09,oct-16
2016_16725,2712.23,3281.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 560 LT15 RADIO DEL LITORAL,Entre Rios,DA 448-09,oct-16
2016_16757,2354.67,2354.67,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17367,DIFUSORA IBERA S.R.L.,AM 1000 LT 42 RADIO DEL IBERA,Corrientes,DA 448-09,oct-16
2016_16756,2023.27,2023.27,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13192,RADIONOTICIAS SUDAMERICANA SA,FM 100.5 RADIO SUDAMERICANA,Corrientes,DA 448-09,oct-16
2016_16755,1918.62,1918.62,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17892,IDEAS DE RADIO S.R.L.,RADIO DOS - CORRIENTES,Corrientes,DA 448-09,oct-16
2016_16754,5415.00,6552.15,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,DA 448-09,oct-16
2016_16765,2736.00,3310.56,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18589,LLAVE S.A.,FM NEXO,Cordoba,DA 448-09,oct-16
2016_16763,6395.40,7738.43,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15353,RADIODIFUSORA DEL PLATA S.A.,FM 95.1 RADIO PULXO,Cordoba,DA 448-09,oct-16
2016_16761,3762.00,4552.02,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,LV 26 AM 1430,Cordoba,DA 448-09,oct-16
2016_16760,3420.00,4138.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,AM 1050 LV 27 RADIO SAN FRANCISC,Cordoba,DA 448-09,oct-16
2016_16839,2209.32,2209.32,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7,Chaco,DA 448-09,oct-16
2016_16838,2131.80,2131.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12079,RADIODIFUSORA CHARATA S.A.,AM 800 LT43RADIO MOCOVI,Chaco,DA 448-09,oct-16
2016_16837,1918.62,1918.62,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16168,G Y B S.R.L.,RADIO LIBERTAD,Chaco,DA 448-09,oct-16
2016_16836,1649.20,1649.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17211,FLORES CESAR AUGUSTO,FM 107.9 GENESIS,Chaco,DA 448-09,oct-16
2016_16833,2753.02,3042.09,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13166,DIARIO LA UNION S.A.,FM 91.3 RADIO UNION,Catamarca,DA 448-09,oct-16
2016_16832,2859.71,2859.71,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11039,RED ANCASTI S.R.L.,FM 98.5 ANCASTI,Catamarca,DA 448-09,oct-16
2016_16831,5814.00,5814.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14944,GOMEZ RAMON RICARDO,FM 104.1 VALLE VIEJO,Catamarca,DA 448-09,oct-16
2016_16806,6426.00,7775.46,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13373,LV 7 RADIO TUCUMAN S.A.,RADIO TUCUMAN LV7 AM Y FM,Tucuman,DA 448-09,oct-16
2016_16805,7200.00,8712.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 98.1 RADIO ANTENA 8,Tucuman,DA 448-09,oct-16
2016_16803,4863.87,5885.28,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,oct-16
2016_16846,3222.18,3898.84,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PANORAMA,Santiago del Estero,DA 448-09,oct-16
2016_16845,3360.00,4065.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,oct-16
2016_17722,19656.00,20147.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Grafica,14106,JORNADA S.A.,JORNADA,Mendoza,DA 448-09,oct-16
2016_19233,2797.16,3090.86,Ministerio de Transporte,Legal Octubre,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Capital Federal,DTO 1145-09,oct-16
2016_16934,2754.00,3332.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM RADIO ADN 97.9,Santa Fe,DA 448-09,oct-16
2016_16933,3494.40,3494.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16712,GRUPO DIEZ S.R.L.,FM RADIO 10,Santa Fe,DA 448-09,oct-16
2016_16932,3086.40,3086.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18096,FUNDACION RAFAELA XXI,AM 1470 LT 28 RADIO RAFAELA,Santa Fe,DA 448-09,oct-16
2016_16931,4320.00,4320.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12096,FUNDACION SAN JOSE,RADIO AMANECER,Santa Fe,DA 448-09,oct-16
2016_16930,6720.00,8131.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11396,TELEVISION LITORAL S.A.,FM 97.9 VIDA,Santa Fe,DA 448-09,oct-16
2016_16929,3672.00,4443.12,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11145,VOCES S.A.,FM 99.5 ESTACION DEL SIGLO,Santa Fe,DA 448-09,oct-16
2016_16928,1407.60,1407.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17612,MARTINELLI DANIEL RAUL,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,oct-16
2016_16927,7360.00,7360.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,oct-16
2016_16926,1833.55,1833.55,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12330,SUCESION DE LONG HILMAR H,AM 1460 LT 29 RADIO VENADO TUERTO,Santa Fe,DA 448-09,oct-16
2016_16925,2760.00,3339.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL 107.9,Santa Fe,DA 448-09,oct-16
2016_16924,6160.00,7453.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15791,AYL S.R.L.,FM 100.7,Santa Fe,DA 448-09,oct-16
2016_16923,6160.00,7453.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,oct-16
2016_16922,5600.82,6776.99,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,DA 448-09,oct-16
2016_16921,2080.00,2516.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14781,MAP LEADING S.R.L.,FM CRISTAL CLASSIC 101.3,Santa Fe,DA 448-09,oct-16
2016_16865,1440.00,1440.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17957,GRUPO CIUDAD S.R.L.,FM 98.9 CIUDAD,San Luis,DA 448-09,oct-16
2016_16864,3840.00,4646.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM DEL PLATA SATELITAL 93.7,San Luis,DA 448-09,oct-16
2016_16863,3470.04,4198.75,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16996,CEREBRO S.R.L.,FM 98.5 Popular,San Luis,DA 448-09,oct-16
2016_16879,3672.00,4443.12,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 97.3 LIGHT,San Juan,DA 448-09,oct-16
2016_16878,2148.00,2599.08,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13902,MEDIAMAX S.A.,FM 100.5 LA VOZ,San Juan,DA 448-09,oct-16
2016_19218,10483.56,11584.33,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DA 562-10,oct-16
2016_16877,1965.60,2378.38,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 101.1 RADIO DEL SUR,San Juan,DA 448-09,oct-16
2016_19234,30392.69,36775.15,Ministerio de Transporte,Legal Octubre,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 448-09,oct-16
2016_16876,3840.00,4646.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,ANTENA 1,San Juan,DA 448-09,oct-16
2016_19220,3135.43,3213.82,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,oct-16
2016_16875,816,816,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16851,FM ESTELAR S.A.,FM ESTELAR,San Juan,DA 448-09,oct-16
2016_16874,3604.80,4361.81,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13671,ANDINA S.A.,FM 98.9 MEGA SAN JUAN,San Juan,DA 448-09,oct-16
2016_16844,8160.00,8160.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18560,SATURNO S.R.L.,FM ARIES 91.1,Salta,DA 448-09,oct-16
2016_16843,7000.00,8470.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PROFESIONAL,Salta,DA 448-09,oct-16
2016_16917,2160.00,2160.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM GENESIS,Misiones,DA 448-09,oct-16
2016_16916,4224.00,5111.04,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11683,MULTIMEDIOS SAPEM,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,oct-16
2016_16915,2570.40,2570.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15223,TORRES RICARDO IGNACIO,FM 101.1 Integración,Misiones,DA 448-09,oct-16
2016_16673,3360.00,4065.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 620 / FM 97.3 - LV 4 RADIO SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_16672,6000.00,7260.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11814,VOCACION S.R.L.,FM 95.5 METRO,Mendoza,DA 448-09,oct-16
2016_16671,7637.76,9241.69,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,oct-16
2016_16670,7200.00,7200.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,oct-16
2016_16669,2640.00,3194.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM MITRE 89.7 SAN RAFAEL,Mendoza,DA 448-09,oct-16
2016_16668,6264.43,7579.96,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15672,UNOMEDIOS S.A.,AM 680 LV6 RADIO NIHUIL,Mendoza,DA 448-09,oct-16
2016_16667,6120.00,7405.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,oct-16
2016_16748,2400.00,2904.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16252,GRUPO MC MEDIOS S.A.,FM 103.9 ARGENTINA,La Rioja,DA 448-09,oct-16
2016_16747,837.6,1013.50,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15515,SENTIDOS S.A.,FM 105.1,La Rioja,DA 448-09,oct-16
2016_16746,2166.48,2166.48,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17744,PIVETTA PABLO ANDRES,FM 88.1 RADIO LA RED,La Rioja,DA 448-09,oct-16
2016_16690,8640.00,8640.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11527,PAMPA DIFUSORA S.R.L.,AM 980 LU 37 Radio Gral. Pico,La Pampa,DA 448-09,oct-16
2016_16689,9600.00,11616.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16659,TRAB.EMIS.PAMPEANA COOP.LTDA.,AM 890 LU 33 Emisora Pampeana,La Pampa,DA 448-09,oct-16
2016_16647,3120.00,3775.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 790 RADIO NACIONAL,Jujuy,DA 448-09,oct-16
2016_16646,4176.00,4176.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16615,RADIO SPORT SRL.,RADIO FIESTA,Jujuy,DA 448-09,oct-16
2016_16645,4176.00,4176.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16614,CLAUDIO G. JACQUET MATILLON,FM RADIO CITY,Jujuy,DA 448-09,oct-16
2016_16644,5440.00,6582.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11398,RADIO VISION JUJUY S.A.,AM 630 LW8,Jujuy,DA 448-09,oct-16
2016_18969,17221.22,19029.45,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,15078,ALTA DENSIDAD S.R.L.,CRONICA,Capital Federal,DA 562-10,oct-16
2016_18970,24442.30,25053.36,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA PRENSA,Buenos Aires,DA 562-10,oct-16
2016_16895,2544.00,2544.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16713,APONTE MARIA LUJAN,FM 90.3 SENSACION,Formosa,DA 448-09,oct-16
2016_16894,3476.16,4206.15,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15500,MEZA CARLOS HECTOR,FM 99.9 RADIO UNO,Formosa,DA 448-09,oct-16
2016_18471,4180.57,4285.08,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,oct-16
2016_16893,3128.54,3785.53,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,15500,MEZA CARLOS HECTOR,FM 94.1 RADIO UNO,Formosa,DA 448-09,oct-16
2016_18470,15725.34,17376.50,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Octubre,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DA 562-10,oct-16
2016_18965,30392.69,36775.15,I.N.S.S.J.P. (Pami),Legal Octubre,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 448-09,oct-16
2016_18966,3832.19,3927.99,I.N.S.S.J.P. (Pami),Legal Octubre,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 448-09,oct-16
2016_19137,6840.00,8276.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Capital Federal,DA 448-09,oct-16
2016_19138,18669.40,22589.97,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Capital Federal,DA 448-09,oct-16
2016_19139,23336.75,28237.47,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 448-09,oct-16
2016_19140,4302.36,5205.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Capital Federal,DA 448-09,oct-16
2016_19141,5700.00,6897.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 870 RADIO NACIONAL,Capital Federal,DA 448-09,oct-16
2016_19142,2196.40,2657.64,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13852,NRG S.A.,FM 101.1 LATINA,Capital Federal,DA 448-09,oct-16
2016_19125,6660.00,8058.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Capital Federal,DA 448-09,oct-16
2016_19126,18178.10,21995.50,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Capital Federal,DA 448-09,oct-16
2016_19127,22722.63,27494.38,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 448-09,oct-16
2016_19128,4189.14,5068.86,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Capital Federal,DA 448-09,oct-16
2016_19129,3330.00,4029.30,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 870 RADIO NACIONAL,Capital Federal,DA 448-09,oct-16
2016_19130,2138.60,2587.71,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13852,NRG S.A.,FM 101.1 LATINA,Capital Federal,DA 448-09,oct-16
2016_19133,2310.34,2795.51,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,oct-16
2016_19135,3420.00,4138.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 98.1 RADIO ANTENA 8,Tucuman,DA 448-09,oct-16
2016_19136,3052.35,3693.34,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13373,LV 7 RADIO TUCUMAN S.A.,RADIO TUCUMAN LV7 AM Y FM,Tucuman,DA 448-09,oct-16
2016_19109,18450.00,22324.50,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Capital Federal,DA 448-09,oct-16
2016_19110,100716.50,121866.97,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Capital Federal,DA 448-09,oct-16
2016_19111,85609.03,103586.93,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 448-09,oct-16
2016_19112,7527.60,9108.40,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Capital Federal,DA 448-09,oct-16
2016_19113,6150.00,7441.50,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,16578,RADIO Y TELEVISION ARGENT. SE,AM 870 RADIO NACIONAL,Capital Federal,DA 448-09,oct-16
2016_19114,3554.70,4301.19,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13852,NRG S.A.,FM 101.1 LATINA,Capital Federal,DA 448-09,oct-16
2016_19121,2249.54,2721.94,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,oct-16
2016_19123,3330.00,4029.30,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 98.1 RADIO ANTENA 8,Tucuman,DA 448-09,oct-16
2016_19124,2972.03,3596.16,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13373,LV 7 RADIO TUCUMAN S.A.,RADIO TUCUMAN LV7 AM Y FM,Tucuman,DA 448-09,oct-16
2016_16910,2620.80,2620.80,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14828,CARBONE MARIANO JOSE,RADIO GUALEGUAY,Entre Rios,DA 448-09,oct-16
2016_16909,2160.00,2613.60,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18093,VORTERIX S.A.,FM VORTERIX 91.7,Entre Rios,DA 448-09,oct-16
2016_16908,1982.88,1982.88,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,18570,LAZO MANUEL ALBERTO,AM 660 LT41 LA VOZ DEL SUR ENTRERRIANO,Entre Rios,DA 448-09,oct-16
2016_19117,2492.73,3016.20,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,oct-16
2016_19119,3690.00,4464.90,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 98.1 RADIO ANTENA 8,Tucuman,DA 448-09,oct-16
2016_19120,3293.33,3984.93,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13373,LV 7 RADIO TUCUMAN S.A.,RADIO TUCUMAN LV7 AM Y FM,Tucuman,DA 448-09,oct-16
2016_16907,3232.00,3232.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14847,MAXIMA COMUNICACIONES SRL,FM 94.5 Máxima,Entre Rios,DA 448-09,oct-16
2016_16906,2400.00,2400.00,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17924,MARZOLINI JUAN CARLOS,AM 1550 LT 40 LA VOZ DE LA PAZ,Entre Rios,DA 448-09,oct-16
2016_19131,1596.00,1931.16,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,oct-16
2016_19132,1530.54,1851.95,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,13623,J.G. REPRESENTACIONES S.A.,FM PANORAMA,Santiago del Estero,DA 448-09,oct-16
2016_16905,2854.98,3454.53,Ministerio de Salud,Campaña Dengue 2016/2017 -Ministerio de Salud,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 560 LT15 RADIO DEL LITORAL,Entre Rios,DA 448-09,oct-16
